,t0 symptom,t1 diet,t2 hair,t3 help,t4 control,t5 period,t6 insulin,t7 weight,t8 like,t9 nt,dominant_topic
ikq4yk,0.0,0.0,0.12,0.0,0.0,0.64,0.21,0.0,0.0,0.0,5
ikrn4c,0.01,0.01,0.01,0.32,0.21,0.01,0.25,0.19,0.01,0.01,3
ikrq7y,0.1,0.0,0.0,0.02,0.23,0.0,0.0,0.51,0.13,0.0,7
iksml0,0.0,0.0,0.02,0.0,0.0,0.03,0.14,0.07,0.11,0.62,9
ikssw3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.38,3
iktj0o,0.27,0.0,0.1,0.0,0.0,0.29,0.0,0.0,0.23,0.1,5
iktoi0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.39,6
ikv9h6,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,8
ikw2fa,0.19,0.01,0.01,0.65,0.11,0.01,0.01,0.01,0.01,0.01,3
ikwp8h,0.21,0.0,0.07,0.03,0.07,0.17,0.29,0.0,0.16,0.0,6
ikx402,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,3
ikxfvr,0.17,0.04,0.04,0.12,0.0,0.0,0.0,0.2,0.0,0.43,9
ikxkfx,0.22,0.01,0.01,0.01,0.21,0.53,0.01,0.01,0.01,0.01,5
ikxpna,0.23,0.0,0.14,0.0,0.0,0.42,0.0,0.0,0.14,0.05,5
ikxvne,0.02,0.31,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.55,9
ikyxv4,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.05,0.66,9
ikzsba,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.23,0.28,0.01,2
il11d7,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1
il124p,0.26,0.05,0.04,0.08,0.36,0.0,0.0,0.0,0.21,0.0,4
il18m5,0.0,0.0,0.02,0.0,0.0,0.57,0.0,0.0,0.4,0.0,5
il201m,0.33,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.24,0.01,5
il4bh8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,1
il5ygz,0.0,0.14,0.22,0.08,0.11,0.06,0.03,0.01,0.18,0.16,2
il5zmi,0.12,0.19,0.0,0.55,0.0,0.0,0.12,0.0,0.0,0.0,3
il6qkt,0.02,0.3,0.02,0.02,0.02,0.54,0.02,0.02,0.02,0.02,5
il7awx,0.0,0.07,0.03,0.0,0.13,0.03,0.26,0.04,0.26,0.16,6
il8p2g,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.1,5
ilamr0,0.15,0.0,0.62,0.0,0.0,0.05,0.0,0.0,0.0,0.16,2
ilaq7w,0.17,0.21,0.05,0.0,0.0,0.14,0.18,0.13,0.13,0.0,1
ilarnw,0.36,0.0,0.27,0.0,0.06,0.0,0.3,0.0,0.0,0.0,0
ilepez,0.0,0.0,0.0,0.19,0.36,0.09,0.0,0.1,0.0,0.25,4
ilfi30,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
ilfu6e,0.01,0.01,0.41,0.01,0.5,0.01,0.01,0.01,0.01,0.01,4
ilg6id,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
ilgr6j,0.24,0.0,0.0,0.0,0.24,0.0,0.05,0.0,0.0,0.45,9
ilhgcn,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.21,0.15,0.0,1
ili8nv,0.0,0.0,0.35,0.0,0.0,0.4,0.0,0.21,0.0,0.0,5
iligc0,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
ilii2n,0.31,0.0,0.15,0.0,0.1,0.0,0.0,0.11,0.32,0.0,8
ilii7h,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,0.01,3
iliiff,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,0.01,3
iliix9,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,0.01,3
ilij8c,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,0.01,3
ilijku,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,0.01,3
ilirx7,0.0,0.0,0.0,0.0,0.43,0.45,0.0,0.0,0.1,0.0,5
iliuxk,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,0.01,3
iliuzx,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,0.01,3
iliwu4,0.28,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.11,5
iliz94,0.01,0.09,0.01,0.51,0.01,0.01,0.01,0.01,0.36,0.01,3
iljegp,0.12,0.01,0.01,0.37,0.45,0.01,0.01,0.01,0.01,0.01,4
ilki7k,0.07,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.39,0.28,8
ilkv1i,0.0,0.0,0.0,0.0,0.18,0.34,0.0,0.34,0.13,0.0,5
ilm21f,0.0,0.4,0.12,0.0,0.02,0.0,0.0,0.0,0.46,0.0,8
ilmc09,0.0,0.06,0.61,0.21,0.0,0.11,0.0,0.0,0.0,0.0,2
ilmirz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,8
iloe68,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0
ilp1fq,0.0,0.08,0.0,0.14,0.0,0.0,0.0,0.47,0.29,0.0,7
ilp9ow,0.0,0.0,0.0,0.48,0.06,0.0,0.0,0.0,0.34,0.1,3
ilr2lh,0.0,0.0,0.0,0.52,0.13,0.0,0.1,0.0,0.0,0.24,3
ilr5l5,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.01,8
ilrnc0,0.12,0.0,0.02,0.02,0.0,0.0,0.18,0.54,0.09,0.02,7
ilt29z,0.0,0.0,0.0,0.0,0.12,0.68,0.0,0.0,0.0,0.18,5
ilt892,0.24,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.39,9
ilufx0,0.0,0.06,0.13,0.14,0.18,0.0,0.23,0.08,0.17,0.0,6
ilut4n,0.29,0.0,0.0,0.0,0.09,0.0,0.09,0.13,0.0,0.39,9
ilvqok,0.0,0.0,0.0,0.22,0.03,0.0,0.0,0.0,0.0,0.74,9
ilvxy9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.48,0.26,0.19,7
ilx3tr,0.0,0.04,0.02,0.0,0.16,0.09,0.1,0.16,0.39,0.04,8
ilxo5o,0.0,0.32,0.14,0.18,0.0,0.0,0.28,0.08,0.0,0.0,1
ily3ir,0.08,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.21,4
ily86s,0.38,0.04,0.02,0.26,0.0,0.0,0.13,0.0,0.16,0.0,0
ilz3ds,0.08,0.0,0.0,0.0,0.0,0.76,0.0,0.15,0.0,0.0,5
ilz4pt,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
im0nqb,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
im22u8,0.16,0.0,0.08,0.0,0.0,0.0,0.09,0.0,0.52,0.14,8
im2zmk,0.0,0.0,0.13,0.03,0.1,0.47,0.0,0.0,0.15,0.11,5
im332t,0.23,0.0,0.11,0.0,0.13,0.15,0.29,0.06,0.0,0.0,6
im3mcy,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0
im3w78,0.29,0.03,0.0,0.0,0.07,0.0,0.13,0.06,0.0,0.41,9
im44ca,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.45,0.01,2
im4dde,0.0,0.01,0.09,0.0,0.07,0.15,0.1,0.17,0.13,0.27,9
im4ef6,0.01,0.01,0.01,0.01,0.01,0.73,0.21,0.01,0.01,0.01,5
im5202,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,6
im5cm3,0.0,0.43,0.0,0.32,0.0,0.14,0.0,0.0,0.0,0.09,1
im5coy,0.0,0.43,0.0,0.32,0.0,0.14,0.0,0.0,0.0,0.09,1
im5cp9,0.0,0.43,0.0,0.32,0.0,0.14,0.0,0.0,0.0,0.09,1
im5cvc,0.0,0.41,0.0,0.35,0.0,0.14,0.0,0.0,0.0,0.08,1
im5gwl,0.29,0.13,0.12,0.0,0.3,0.0,0.06,0.0,0.1,0.0,4
im61dp,0.19,0.0,0.15,0.11,0.16,0.16,0.0,0.0,0.0,0.22,9
im74rh,0.0,0.03,0.0,0.18,0.19,0.27,0.16,0.16,0.0,0.0,5
im7jli,0.0,0.11,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,5
im7m3m,0.0,0.07,0.0,0.0,0.0,0.16,0.0,0.44,0.31,0.0,7
im89ku,0.0,0.26,0.0,0.05,0.0,0.0,0.0,0.12,0.0,0.56,9
im8ntn,0.0,0.35,0.0,0.28,0.0,0.0,0.0,0.35,0.0,0.0,1
im8rlw,0.07,0.0,0.25,0.09,0.39,0.0,0.0,0.0,0.18,0.0,4
im8ug4,0.01,0.01,0.01,0.01,0.01,0.25,0.15,0.01,0.01,0.55,9
im93h8,0.17,0.05,0.07,0.0,0.08,0.03,0.0,0.0,0.53,0.07,8
im9786,0.12,0.02,0.02,0.0,0.0,0.16,0.05,0.0,0.15,0.48,9
im9qpt,0.17,0.01,0.01,0.01,0.01,0.79,0.01,0.01,0.01,0.01,5
imafnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.47,0.0,7
imafyz,0.11,0.0,0.0,0.0,0.26,0.22,0.0,0.0,0.19,0.21,4
imal15,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9
imc76y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.66,0.1,8
imcfp8,0.0,0.0,0.0,0.0,0.0,0.37,0.05,0.0,0.1,0.48,9
imczyc,0.01,0.01,0.01,0.01,0.18,0.73,0.01,0.01,0.01,0.01,5
imd3m7,0.19,0.1,0.21,0.0,0.15,0.06,0.06,0.09,0.13,0.0,2
imdm0p,0.2,0.0,0.0,0.0,0.21,0.34,0.24,0.0,0.0,0.0,5
imedr1,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.28,0
imeuih,0.0,0.0,0.0,0.21,0.25,0.4,0.0,0.0,0.13,0.0,5
imfcuy,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.43,0.4,0.0,7
imfu5y,0.0,0.0,0.03,0.0,0.06,0.25,0.0,0.16,0.0,0.51,9
imfv1k,0.28,0.0,0.08,0.0,0.29,0.34,0.0,0.0,0.0,0.0,5
imfwq1,0.0,0.0,0.0,0.07,0.25,0.0,0.26,0.35,0.07,0.0,7
img4zx,0.0,0.0,0.0,0.52,0.13,0.13,0.0,0.0,0.12,0.09,3
imi5wx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.34,8
iminbt,0.18,0.0,0.0,0.0,0.0,0.21,0.28,0.0,0.07,0.27,6
imj0xi,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.79,9
imjwyu,0.11,0.0,0.0,0.0,0.33,0.46,0.08,0.0,0.0,0.0,5
imk8e4,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.18,8
imlh9f,0.11,0.0,0.02,0.16,0.0,0.17,0.0,0.09,0.0,0.45,9
imlnsi,0.0,0.32,0.0,0.0,0.03,0.0,0.03,0.1,0.5,0.0,8
imlpwj,0.01,0.73,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,1
immmp5,0.16,0.0,0.27,0.11,0.0,0.0,0.2,0.0,0.0,0.24,2
immrjo,0.12,0.0,0.12,0.0,0.33,0.0,0.42,0.0,0.0,0.0,6
immw7o,0.0,0.6,0.0,0.24,0.0,0.0,0.0,0.13,0.0,0.0,1
immygo,0.0,0.35,0.0,0.0,0.34,0.0,0.0,0.22,0.08,0.0,1
imnurn,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,5
imoasb,0.01,0.01,0.42,0.01,0.12,0.01,0.01,0.01,0.39,0.01,2
imod17,0.0,0.0,0.0,0.27,0.28,0.17,0.0,0.0,0.0,0.26,4
imoq0e,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.38,0.19,8
imoszk,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,5
imovto,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.29,0.19,0
imox5q,0.13,0.0,0.1,0.0,0.25,0.32,0.0,0.04,0.0,0.15,5
imoyt4,0.01,0.62,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,1
imqhus,0.01,0.01,0.01,0.2,0.64,0.01,0.01,0.01,0.11,0.01,4
imte8v,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.6,0.0,0.29,7
imtgpa,0.18,0.28,0.0,0.27,0.0,0.0,0.08,0.18,0.0,0.0,1
imthvx,0.38,0.0,0.16,0.0,0.0,0.0,0.0,0.44,0.0,0.0,7
imtk8f,0.15,0.0,0.51,0.17,0.0,0.0,0.0,0.0,0.0,0.15,2
imtyas,0.01,0.67,0.01,0.21,0.01,0.01,0.09,0.01,0.01,0.01,1
imucn1,0.0,0.0,0.0,0.0,0.24,0.55,0.0,0.02,0.18,0.0,5
imuo9m,0.23,0.0,0.08,0.0,0.05,0.41,0.0,0.07,0.15,0.0,5
imuxnu,0.24,0.0,0.0,0.12,0.22,0.0,0.27,0.0,0.15,0.0,6
imvh58,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
imvwkb,0.29,0.0,0.0,0.0,0.11,0.47,0.0,0.0,0.0,0.11,5
imx3x9,0.01,0.01,0.01,0.58,0.01,0.37,0.01,0.01,0.01,0.01,3
imxaau,0.0,0.0,0.0,0.0,0.36,0.6,0.0,0.0,0.0,0.0,5
imxuti,0.0,0.0,0.0,0.0,0.0,0.78,0.05,0.0,0.13,0.0,5
imy8i2,0.0,0.11,0.21,0.0,0.36,0.0,0.24,0.06,0.0,0.0,4
imyetf,0.56,0.0,0.0,0.0,0.06,0.24,0.13,0.0,0.0,0.0,0
in018o,0.15,0.27,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.08,3
in05rg,0.12,0.09,0.0,0.16,0.26,0.0,0.02,0.35,0.0,0.0,7
in1fr0,0.5,0.0,0.1,0.08,0.0,0.31,0.0,0.0,0.0,0.0,0
in2hnk,0.01,0.01,0.44,0.52,0.01,0.01,0.01,0.01,0.01,0.01,3
in68qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.1,7
in6k1g,0.01,0.01,0.01,0.61,0.21,0.01,0.01,0.14,0.01,0.01,3
in89i2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.4,0.0,7
in93d6,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
in9bnn,0.2,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2
in9fak,0.0,0.0,0.34,0.0,0.02,0.0,0.0,0.0,0.0,0.63,9
in9med,0.0,0.0,0.08,0.0,0.23,0.39,0.0,0.29,0.0,0.0,5
inahj3,0.01,0.01,0.01,0.3,0.18,0.01,0.01,0.01,0.46,0.01,8
inaj4m,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.09,0.25,2
inbofx,0.0,0.0,0.0,0.0,0.0,0.55,0.11,0.0,0.0,0.31,5
inf0tp,0.0,0.0,0.0,0.0,0.44,0.52,0.0,0.0,0.0,0.0,5
infpc1,0.25,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.38,0.07,8
ingg0m,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.26,0.41,9
inj4ir,0.0,0.44,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.43,1
injazd,0.12,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.68,0.0,8
inlutf,0.0,0.18,0.0,0.0,0.0,0.08,0.0,0.16,0.14,0.43,9
inlvia,0.32,0.02,0.55,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
inmdmd,0.2,0.37,0.0,0.13,0.11,0.0,0.0,0.0,0.18,0.0,1
inmsjq,0.01,0.36,0.01,0.55,0.01,0.01,0.01,0.01,0.01,0.01,3
inr0mm,0.0,0.52,0.0,0.24,0.0,0.0,0.0,0.0,0.23,0.0,1
inrolk,0.38,0.01,0.57,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
insad7,0.0,0.15,0.0,0.0,0.48,0.17,0.0,0.0,0.18,0.0,4
intfty,0.01,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.31,0.21,5
inuwwl,0.32,0.06,0.0,0.06,0.32,0.25,0.0,0.0,0.0,0.0,0
inv95h,0.13,0.0,0.0,0.35,0.0,0.0,0.3,0.0,0.19,0.0,3
inwecu,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.65,0.06,8
inx3f6,0.25,0.0,0.0,0.0,0.13,0.28,0.13,0.07,0.14,0.0,5
inx7ph,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.62,0.05,8
inxa3y,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.38,3
inxbnd,0.3,0.0,0.0,0.03,0.0,0.65,0.0,0.0,0.0,0.0,5
inxg0f,0.29,0.0,0.0,0.06,0.0,0.64,0.0,0.0,0.0,0.0,5
inygyn,0.0,0.0,0.0,0.0,0.33,0.52,0.0,0.0,0.0,0.14,5
inyiv6,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.53,0.0,8
inyjgw,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.53,0.0,8
inzcfq,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.56,0.01,8
io18qt,0.15,0.0,0.1,0.11,0.0,0.05,0.0,0.21,0.27,0.11,8
io3e0q,0.01,0.01,0.01,0.23,0.01,0.01,0.48,0.01,0.23,0.01,6
io3zks,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.46,0.32,0.08,7
io68nz,0.0,0.0,0.07,0.36,0.11,0.0,0.0,0.0,0.44,0.0,8
io7kp1,0.0,0.06,0.0,0.03,0.28,0.05,0.09,0.0,0.37,0.12,8
io7zb9,0.0,0.0,0.0,0.3,0.15,0.25,0.0,0.0,0.28,0.0,3
io8wfe,0.07,0.0,0.08,0.23,0.23,0.17,0.21,0.0,0.0,0.0,3
io9o8t,0.12,0.04,0.0,0.0,0.1,0.1,0.15,0.08,0.19,0.22,9
ioa5b9,0.06,0.0,0.0,0.0,0.16,0.29,0.0,0.26,0.0,0.22,5
iobe6z,0.04,0.0,0.0,0.0,0.0,0.11,0.0,0.26,0.39,0.2,8
iobmnj,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.67,0.05,8
ioc851,0.09,0.26,0.01,0.52,0.01,0.01,0.01,0.09,0.01,0.01,3
iocwim,0.7,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
iodbf1,0.01,0.12,0.28,0.01,0.22,0.01,0.01,0.34,0.01,0.01,7
iodxe3,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.35,0.0,5
ioeajq,0.12,0.0,0.13,0.0,0.06,0.61,0.07,0.0,0.0,0.0,5
iof0p1,0.0,0.0,0.0,0.14,0.0,0.5,0.0,0.0,0.33,0.0,5
iofy9l,0.0,0.07,0.0,0.04,0.34,0.4,0.0,0.07,0.07,0.0,5
iog555,0.03,0.03,0.03,0.28,0.03,0.52,0.03,0.03,0.03,0.03,5
iohmiu,0.0,0.0,0.0,0.0,0.06,0.49,0.0,0.0,0.2,0.24,5
iohrxs,0.01,0.01,0.01,0.01,0.15,0.15,0.33,0.01,0.01,0.33,6
ioi3tz,0.24,0.0,0.0,0.0,0.33,0.0,0.0,0.04,0.1,0.28,4
ioin1d,0.0,0.0,0.07,0.0,0.22,0.0,0.0,0.0,0.14,0.56,9
ioje9v,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.74,9
iolvks,0.0,0.0,0.0,0.0,0.27,0.33,0.02,0.0,0.33,0.05,5
iom0go,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.57,0.0,8
iom8wg,0.01,0.17,0.01,0.44,0.01,0.01,0.01,0.01,0.32,0.01,3
ioncdx,0.0,0.0,0.0,0.0,0.54,0.32,0.0,0.0,0.0,0.11,4
ioqh3v,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.34,0.0,0.54,9
ior20b,0.0,0.0,0.0,0.08,0.0,0.9,0.0,0.0,0.0,0.0,5
ior232,0.17,0.0,0.03,0.0,0.14,0.0,0.0,0.12,0.09,0.45,9
iorjzw,0.0,0.0,0.0,0.29,0.0,0.4,0.0,0.0,0.28,0.0,5
iothmd,0.17,0.0,0.14,0.66,0.0,0.0,0.0,0.0,0.0,0.0,3
iouldd,0.0,0.05,0.0,0.0,0.0,0.19,0.0,0.0,0.41,0.34,8
iova9t,0.26,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.35,0.0,4
iovk16,0.0,0.18,0.0,0.37,0.08,0.35,0.0,0.0,0.0,0.0,3
iowbi9,0.11,0.0,0.03,0.08,0.0,0.0,0.0,0.25,0.15,0.37,9
iowhde,0.17,0.06,0.0,0.11,0.17,0.11,0.09,0.22,0.0,0.09,7
iowlmv,0.11,0.0,0.0,0.0,0.17,0.0,0.0,0.71,0.0,0.0,7
iownjl,0.15,0.0,0.04,0.0,0.0,0.06,0.26,0.0,0.0,0.47,9
ioxerp,0.46,0.09,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0
ioxhns,0.0,0.0,0.0,0.0,0.65,0.03,0.0,0.0,0.0,0.32,4
ioxrqi,0.0,0.0,0.24,0.61,0.0,0.0,0.0,0.12,0.0,0.0,3
ioz6eq,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,3
iozmzo,0.28,0.0,0.05,0.0,0.03,0.0,0.09,0.08,0.0,0.47,9
ip0y0h,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
ip30ur,0.07,0.0,0.0,0.12,0.8,0.0,0.0,0.0,0.0,0.0,4
ip4ft6,0.0,0.04,0.0,0.0,0.0,0.46,0.49,0.0,0.0,0.0,6
ip4qjs,0.32,0.01,0.41,0.22,0.01,0.01,0.01,0.01,0.01,0.01,2
ip4zz2,0.01,0.1,0.32,0.18,0.01,0.01,0.01,0.35,0.01,0.01,7
ip5kbo,0.0,0.0,0.29,0.51,0.0,0.0,0.0,0.0,0.0,0.18,3
ip5qh2,0.0,0.0,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.81,9
ip7q8e,0.0,0.0,0.23,0.18,0.0,0.52,0.07,0.0,0.0,0.0,5
ip8y10,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.11,0.0,0.32,5
ip9emq,0.01,0.01,0.14,0.25,0.01,0.01,0.12,0.44,0.01,0.01,7
ip9gmx,0.01,0.09,0.01,0.2,0.52,0.01,0.01,0.01,0.14,0.01,4
ipaade,0.0,0.0,0.0,0.12,0.32,0.39,0.0,0.0,0.16,0.0,5
ipaqp2,0.19,0.0,0.0,0.11,0.0,0.0,0.0,0.06,0.3,0.33,9
ipb9mw,0.0,0.06,0.06,0.14,0.04,0.4,0.0,0.2,0.09,0.0,5
ipbs93,0.0,0.67,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.0,1
ipbx96,0.01,0.21,0.01,0.34,0.01,0.01,0.01,0.01,0.39,0.01,8
ipcefw,0.0,0.0,0.0,0.0,0.21,0.48,0.0,0.0,0.08,0.23,5
ipcsoy,0.0,0.0,0.0,0.05,0.31,0.0,0.0,0.0,0.0,0.61,9
ipcsxt,0.15,0.0,0.0,0.19,0.0,0.15,0.0,0.17,0.16,0.17,3
ipd54e,0.25,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.54,0.1,8
ipfvp6,0.34,0.0,0.0,0.17,0.11,0.0,0.37,0.0,0.0,0.0,6
iph7y6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.19,0.32,7
iph8be,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.31,0.0,2
iphcn7,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.6,9
iphnk7,0.13,0.0,0.06,0.0,0.54,0.0,0.21,0.04,0.0,0.0,4
iphtnq,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2
iphuc2,0.09,0.0,0.0,0.29,0.17,0.33,0.0,0.0,0.11,0.0,5
ipjftw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.63,0.2,8
ipjsb7,0.12,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.8,0.0,8
ipju54,0.0,0.1,0.47,0.0,0.06,0.0,0.22,0.0,0.0,0.14,2
ipki8g,0.0,0.68,0.0,0.0,0.0,0.0,0.08,0.0,0.23,0.0,1
ipkkje,0.09,0.0,0.49,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2
ipkm91,0.52,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0
ipl17l,0.09,0.09,0.24,0.0,0.15,0.0,0.26,0.16,0.0,0.0,6
iplq9z,0.21,0.17,0.0,0.46,0.0,0.13,0.0,0.0,0.0,0.0,3
iplxfy,0.0,0.0,0.08,0.04,0.0,0.56,0.0,0.0,0.24,0.06,5
ipmjvk,0.01,0.08,0.01,0.01,0.01,0.48,0.4,0.01,0.01,0.01,5
ipmyk2,0.01,0.09,0.2,0.49,0.01,0.19,0.01,0.01,0.01,0.01,3
ipn0tr,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,6
ipn7q7,0.14,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.15,0.01,3
ipnpyo,0.08,0.24,0.0,0.1,0.0,0.0,0.0,0.4,0.18,0.0,7
ipnu3p,0.0,0.0,0.0,0.0,0.2,0.23,0.0,0.0,0.19,0.37,9
ippcay,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.43,6
ippgbe,0.23,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.57,0.0,8
ippyop,0.0,0.0,0.0,0.06,0.28,0.63,0.0,0.0,0.0,0.0,5
ipq6kk,0.37,0.03,0.06,0.0,0.07,0.07,0.11,0.0,0.11,0.17,0
ipq6up,0.37,0.03,0.06,0.0,0.07,0.07,0.11,0.0,0.11,0.17,0
ipq85e,0.37,0.03,0.06,0.0,0.07,0.07,0.11,0.0,0.11,0.17,0
ipqa17,0.41,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,5
ipqgn0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,6
iprrcg,0.0,0.0,0.0,0.02,0.12,0.33,0.0,0.0,0.53,0.0,8
iprupq,0.35,0.0,0.11,0.0,0.33,0.19,0.0,0.0,0.0,0.0,0
iptb4d,0.0,0.29,0.0,0.0,0.0,0.26,0.0,0.0,0.44,0.0,8
iptwod,0.0,0.09,0.0,0.41,0.0,0.19,0.0,0.0,0.0,0.29,3
ipv0cz,0.0,0.0,0.04,0.0,0.2,0.48,0.0,0.0,0.0,0.26,5
ipwp0y,0.2,0.15,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.4,9
ipzpfe,0.01,0.01,0.01,0.43,0.01,0.01,0.53,0.01,0.01,0.01,6
