,t0 health,t1 supplement,t2 advice,t3 thanks,t4 period,t5 period,t6 level,t7 weight,t8 like,t9 sex,t10 cyst,t11 doctor,t12 diet,t13 control,t14 feel,t15 amp,t16 hair,t17 metformin,t18 nt,t19 symptom,dominant_topic
o9ghw4,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.37,0.09,0.0,0.09,16
o9hwe0,0.0,0.14,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,12
o9jdl3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
o9jfp8,0.0,0.31,0.0,0.09,0.0,0.0,0.0,0.07,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.16,1
o9jz27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.28,16
o9k3py,0.0,0.0,0.09,0.05,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.07,0.0,0.0,0.18,13
o9khx9,0.0,0.06,0.12,0.0,0.0,0.15,0.18,0.04,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.0,0.06,0.06,0.15,0.0,6
o9kveg,0.02,0.0,0.08,0.0,0.03,0.0,0.0,0.18,0.0,0.0,0.0,0.1,0.31,0.2,0.0,0.0,0.03,0.05,0.0,0.0,12
o9kzgv,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,6
o9l3mk,0.08,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.12,0.0,0.0,0.31,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.0,11
o9lnn7,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,8
o9mfwi,0.04,0.0,0.1,0.0,0.04,0.0,0.0,0.0,0.26,0.0,0.0,0.1,0.0,0.0,0.16,0.0,0.18,0.1,0.0,0.0,8
o9mxt3,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.27,0.14,0.13,16
o9ng3l,0.0,0.16,0.09,0.03,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.26,0.05,0.0,0.0,0.0,0.0,0.0,0.0,7
o9npvi,0.0,0.05,0.0,0.0,0.0,0.4,0.22,0.12,0.05,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
o9nyf2,0.0,0.15,0.0,0.06,0.08,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,5
o9nzok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.41,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,10
o9o24i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.39,0.3,0.0,0.0,16
o9obqg,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
o9ox0n,0.03,0.11,0.0,0.0,0.34,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,4
o9ozh0,0.0,0.1,0.0,0.0,0.0,0.0,0.22,0.0,0.24,0.0,0.0,0.23,0.0,0.03,0.0,0.0,0.17,0.0,0.0,0.0,8
o9q77r,0.14,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.16,0.0,0.0,0.0,14
o9qle6,0.0,0.0,0.0,0.0,0.02,0.0,0.11,0.13,0.12,0.05,0.04,0.0,0.2,0.08,0.09,0.0,0.02,0.1,0.03,0.0,12
o9s0ss,0.0,0.05,0.0,0.0,0.0,0.0,0.28,0.13,0.18,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.0,0.0,6
o9sjz2,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.16,0.0,0.0,0.0,0.57,0.08,0.0,0.0,0.0,0.06,0.0,0.0,12
o9t5tf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.11,0.0,0.0,0.0,0.0,0.13,12
o9ttzs,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.62,0.0,0.0,0.0,16
o9ufa3,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.07,0.0,0.0,0.05,0.46,0.0,0.05,0.0,0.0,0.05,0.02,0.02,0.08,11
o9uhex,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.0,0.0,0.06,0.0,0.0,0.36,0.0,0.26,0.0,0.0,0.0,14
o9uoam,0.0,0.0,0.0,0.07,0.04,0.24,0.22,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,10
o9v1su,0.35,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.08,0.0,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0
o9v3tv,0.0,0.08,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.28,0.0,0.0,0.0,0.14,0.0,0.22,13
o9v7aj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.36,17
o9vo94,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.72,0.0,0.0,0.0,16
o9wc36,0.0,0.0,0.15,0.0,0.0,0.21,0.09,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.09,17
o9x9y8,0.0,0.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.19,2
o9y1zt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.12,14
o9y4nw,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.1,0.0,0.0,0.08,0.14,0.0,0.0,0.39,0.0,0.03,0.0,0.1,0.0,14
o9yb49,0.07,0.0,0.0,0.0,0.03,0.06,0.0,0.09,0.27,0.01,0.0,0.14,0.05,0.0,0.06,0.0,0.15,0.0,0.07,0.0,8
o9yhhm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
o9yuxd,0.0,0.0,0.0,0.22,0.17,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
o9zct9,0.15,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.15,0.0,0.26,0.11,0.0,0.04,0.0,0.0,0.0,13
o9zq8e,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.0,0.0,0.0,0.37,19
o9zt17,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.21,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
oa122z,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.37,0.0,0.0,0.0,0.14,0.0,0.2,13
oa1eca,0.14,0.0,0.0,0.05,0.1,0.33,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5
oa1mhz,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.38,0.0,18
oa21i2,0.0,0.05,0.0,0.0,0.07,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.19,0.0,0.0,0.07,0.16,0.0,0.0,0.23,19
oa2m3e,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.02,0.46,0.0,0.0,0.16,0.14,0.0,0.1,0.0,0.0,0.0,0.04,0.0,8
oa2wen,0.0,0.0,0.06,0.0,0.08,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,13
oa3a9l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.2,0.0,16
oa3lrf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.27,0.0,0.0,0.0,8
oa4rgi,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.0,0.21,0.0,0.17,0.0,0.03,0.0,12
oa5gui,0.0,0.05,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.51,0.0,0.0,0.11,16
oa68nx,0.0,0.23,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.0,9
oa6alr,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.0,0.0,8
oa733f,0.0,0.0,0.0,0.02,0.0,0.43,0.05,0.0,0.2,0.13,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.11,5
oa7fj6,0.0,0.0,0.0,0.06,0.0,0.0,0.28,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.13,0.0,0.0,0.25,0.0,0.0,6
oa7j6w,0.11,0.0,0.0,0.02,0.06,0.08,0.0,0.0,0.18,0.05,0.0,0.07,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.24,19
oa8ddm,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.37,19
oa984f,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.25,0.21,0.0,0.0,0.25,0.0,0.0,13
oa9g5m,0.0,0.0,0.0,0.03,0.0,0.0,0.35,0.0,0.22,0.0,0.0,0.27,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,6
oa9i4q,0.26,0.0,0.0,0.03,0.0,0.0,0.0,0.18,0.41,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.06,8
oaabcl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,14
oaaeyv,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.0,0.0,0.0,0.03,0.09,0.28,0.0,0.11,0.04,0.0,0.0,0.0,0.09,12
oaavd2,0.0,0.0,0.08,0.0,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,16
oab605,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.09,0.71,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
oabtzf,0.0,0.04,0.0,0.06,0.0,0.32,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.0,0.0,0.0,0.28,5
oaclcq,0.01,0.01,0.41,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,2
oacmlt,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.07,0.08,0.0,0.04,0.35,0.0,0.0,0.06,0.0,0.17,0.0,0.08,0.0,11
oadky8,0.28,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.0,0.0,0.0,0.4,19
oadyrs,0.24,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.35,19
oaf1p5,0.0,0.0,0.32,0.0,0.0,0.26,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,2
oaf3qk,0.1,0.04,0.0,0.04,0.05,0.0,0.0,0.11,0.4,0.07,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,8
oafj6p,0.0,0.0,0.0,0.05,0.28,0.5,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,5
oafsjd,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.42,19
oag4mh,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.35,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
oagj5n,0.0,0.19,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
oahcxc,0.18,0.07,0.0,0.12,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.08,0.0,0.0,12
oai3ue,0.05,0.03,0.09,0.02,0.08,0.0,0.0,0.0,0.14,0.0,0.2,0.11,0.0,0.02,0.25,0.0,0.02,0.0,0.0,0.0,14
oaiavh,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,8
oaj82h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.08,12
oajdyt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.02,0.02,0.02,0.35,15
oajk6y,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.45,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,10
oakm3z,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,5
oaljk0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.16,13
oall84,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.41,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
oanhef,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.0,0.12,0.22,0.0,0.04,0.23,0.0,0.0,0.0,0.01,0.05,8
oaogra,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.13,0.0,0.04,0.59,0.0,0.12,0.0,0.0,0.0,14
oaorrm,0.0,0.04,0.03,0.0,0.0,0.12,0.36,0.02,0.0,0.0,0.01,0.0,0.13,0.07,0.0,0.0,0.16,0.0,0.0,0.06,6
obe14k,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,19
obe5wx,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
obefz1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,0.09,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
obevvc,0.0,0.0,0.12,0.0,0.0,0.32,0.08,0.06,0.0,0.0,0.0,0.0,0.12,0.11,0.09,0.0,0.0,0.08,0.0,0.0,5
obfrz6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.46,0.0,18
obfu82,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
obfvaz,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
obh7th,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.14,0.0,0.08,0.19,0.0,0.0,0.15,0.28,0.0,18
obh91d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.18,0.03,0.41,0.0,0.18,0.0,0.0,0.1,14
obhjrk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.09,0.0,0.0,0.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,12
obib2w,0.02,0.1,0.0,0.0,0.07,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,5
obiujx,0.0,0.0,0.07,0.05,0.09,0.0,0.0,0.0,0.33,0.0,0.27,0.0,0.0,0.15,0.03,0.0,0.0,0.0,0.0,0.0,8
obkb2z,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.24,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,10
obkbmv,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.27,0.0,0.36,0.0,0.0,0.0,0.0,0.0,14
obl34b,0.0,0.04,0.0,0.0,0.0,0.17,0.26,0.06,0.06,0.0,0.1,0.08,0.1,0.08,0.0,0.05,0.0,0.0,0.01,0.0,6
oblgh6,0.0,0.0,0.13,0.07,0.21,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.17,0.0,0.0,0.0,13
oblqee,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
oblr59,0.0,0.0,0.07,0.03,0.25,0.43,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,5
oblspo,0.0,0.0,0.0,0.0,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.13,4
obm2ab,0.18,0.0,0.14,0.13,0.08,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,13
obnk41,0.0,0.05,0.0,0.13,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.29,19
obnkjx,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14
oboe8d,0.18,0.0,0.0,0.0,0.0,0.17,0.07,0.03,0.33,0.0,0.0,0.04,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,8
obppvo,0.06,0.0,0.09,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
obrcpm,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.28,0.2,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,5
obrxzx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
obs7nz,0.0,0.05,0.04,0.0,0.29,0.48,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.0,5
obsiiq,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,9
obt4mi,0.0,0.25,0.0,0.1,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,14
obtv3o,0.0,0.08,0.14,0.0,0.0,0.37,0.0,0.06,0.18,0.0,0.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.02,0.0,5
obu3ct,0.0,0.26,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,10
obu3mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.44,0.0,0.17,0.0,0.1,0.17,0.0,0.05,0.0,11
oburqu,0.0,0.13,0.0,0.08,0.0,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.36,0.03,0.0,0.0,0.15,0.0,0.0,0.0,12
obuxex,0.07,0.0,0.13,0.0,0.02,0.11,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,14
obv3l7,0.01,0.01,0.09,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6
obv932,0.0,0.04,0.0,0.05,0.1,0.0,0.6,0.05,0.0,0.0,0.03,0.0,0.0,0.07,0.0,0.0,0.04,0.0,0.0,0.0,6
obvhsg,0.0,0.09,0.0,0.0,0.31,0.16,0.0,0.07,0.0,0.04,0.0,0.0,0.13,0.0,0.0,0.04,0.03,0.11,0.0,0.0,4
obwcca,0.06,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.12,11
obwf0f,0.0,0.0,0.0,0.04,0.0,0.55,0.0,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,5
obwj2j,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.34,0.0,0.02,0.0,0.0,0.31,0.11,0.05,0.0,0.0,0.07,0.0,0.05,7
obwsll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.29,0.0,0.0,0.08,0.0,0.0,0.0,0.34,19
obwu3f,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
obwuz6,0.0,0.0,0.0,0.07,0.25,0.3,0.0,0.0,0.15,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,5
obxjjt,0.0,0.0,0.0,0.0,0.1,0.33,0.07,0.0,0.0,0.0,0.07,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
obxlyi,0.0,0.0,0.0,0.0,0.44,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
obxttw,0.0,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.28,0.0,0.0,8
obype5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.39,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.17,8
obysc2,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.29,0.0,0.0,0.08,0.0,0.0,0.0,0.12,0.14,11
obytz2,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.0,0.0,0.0,0.19,7
obzhcf,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,15
oc04nf,0.07,0.0,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.27,19
oc0a34,0.07,0.0,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.27,19
oc0ugz,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,14
oc1ac3,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.04,0.61,0.0,0.0,0.0,0.06,0.0,14
oc1kyv,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
oc2bq8,0.05,0.0,0.04,0.0,0.0,0.1,0.03,0.02,0.0,0.01,0.1,0.41,0.02,0.02,0.04,0.0,0.0,0.06,0.11,0.0,11
oc38z2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.05,11
oc41cc,0.01,0.19,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,16
oc4cao,0.0,0.0,0.08,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.17,11
oc4f4t,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.57,0.0,0.0,17
oc4f5j,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,15
oc60e3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,14
oc8cl3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,16
oc8fgl,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.16,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
oc92e1,0.0,0.0,0.0,0.1,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.1,0.0,0.0,6
oc9m34,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,15
oc9tkl,0.0,0.0,0.0,0.0,0.11,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,5
