,t0 stomach,t1 weight,t2 pain,t3 control,t4 hair,t5 normal,t6 insulin,t7 doctor,t8 day,t9 diet,dominant_topic
m0w7ae,0.0,0.2,0.16,0.08,0.0,0.0,0.0,0.23,0.33,0.0,8
m0w7g5,0.0,0.0,0.0,0.0,0.5,0.0,0.48,0.0,0.0,0.0,4
m0w89g,0.0,0.0,0.0,0.0,0.09,0.32,0.0,0.35,0.22,0.0,7
m0wzus,0.0,0.21,0.0,0.0,0.17,0.23,0.0,0.17,0.21,0.0,5
m0ymy7,0.0,0.46,0.0,0.0,0.34,0.0,0.04,0.0,0.15,0.0,1
m0z3pv,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.29,0.0,0.0,3
m0zrru,0.1,0.01,0.01,0.01,0.83,0.01,0.01,0.01,0.01,0.01,4
m0zz0w,0.0,0.19,0.37,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3
m101zq,0.07,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
m11hpn,0.0,0.0,0.18,0.49,0.05,0.0,0.0,0.0,0.0,0.25,3
m13fau,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,6
m13hx4,0.01,0.01,0.01,0.79,0.01,0.01,0.01,0.01,0.17,0.01,3
m14ukh,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,3
m15k10,0.0,0.18,0.0,0.34,0.0,0.0,0.0,0.0,0.47,0.0,8
m160p5,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,0.01,3
m16jun,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
m16lgq,0.05,0.0,0.0,0.0,0.57,0.07,0.0,0.29,0.0,0.0,4
m16u2b,0.0,0.18,0.0,0.09,0.0,0.0,0.33,0.0,0.0,0.38,9
m17gh2,0.06,0.08,0.0,0.25,0.0,0.13,0.05,0.0,0.24,0.19,3
m17hhj,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.23,0.01,6
m19458,0.01,0.26,0.0,0.02,0.0,0.0,0.26,0.03,0.0,0.41,9
m1985z,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.77,0.08,8
m1ag9h,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.0,0.38,0.0,8
m1auh0,0.01,0.01,0.01,0.01,0.01,0.36,0.58,0.01,0.01,0.01,6
m1bc4n,0.01,0.23,0.01,0.01,0.01,0.71,0.01,0.01,0.01,0.01,5
m1bfh9,0.04,0.0,0.0,0.54,0.18,0.0,0.0,0.22,0.0,0.0,3
m1bfw3,0.0,0.0,0.6,0.37,0.0,0.0,0.0,0.0,0.0,0.0,2
m1bi9q,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,7
m1bowk,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,3
m1ch2v,0.03,0.33,0.0,0.21,0.0,0.0,0.19,0.05,0.15,0.05,1
m1codr,0.04,0.49,0.0,0.13,0.0,0.0,0.33,0.0,0.0,0.0,1
m1cthg,0.0,0.0,0.0,0.42,0.0,0.15,0.0,0.16,0.26,0.0,3
m1d9gq,0.0,0.0,0.27,0.52,0.0,0.0,0.0,0.0,0.18,0.0,3
m1e420,0.0,0.0,0.22,0.19,0.24,0.0,0.0,0.17,0.14,0.03,4
m1eg8u,0.0,0.0,0.0,0.0,0.0,0.87,0.11,0.0,0.0,0.0,5
m1exk8,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,9
m1f8bu,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1
m1fdmb,0.01,0.22,0.0,0.03,0.12,0.3,0.02,0.15,0.14,0.0,5
m1fmce,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,9
m1fv38,0.0,0.35,0.0,0.0,0.0,0.13,0.0,0.49,0.0,0.0,7
m1ix79,0.0,0.71,0.0,0.07,0.0,0.0,0.15,0.05,0.0,0.02,1
m1j5fm,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.85,0.0,0.04,7
m1jm3l,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.57,0.0,8
m1jzpn,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,3
m1kkdp,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,0.01,0.01,6
m1l4hf,0.0,0.84,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1
m1mqzo,0.0,0.13,0.0,0.0,0.07,0.0,0.13,0.66,0.0,0.0,7
m1mu5q,0.0,0.0,0.0,0.0,0.0,0.37,0.14,0.13,0.34,0.0,5
m1n26m,0.01,0.01,0.01,0.28,0.01,0.2,0.01,0.01,0.01,0.43,9
m1ni6n,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.54,0.11,0.0,7
m1oaei,0.01,0.01,0.58,0.01,0.36,0.01,0.01,0.01,0.01,0.01,2
m1ovrl,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.28,0.0,3
m1q2sa,0.0,0.25,0.0,0.06,0.0,0.0,0.0,0.67,0.0,0.0,7
m1q3t7,0.0,0.74,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,1
m1qkn2,0.03,0.07,0.0,0.0,0.0,0.2,0.2,0.23,0.21,0.07,7
m1rljj,0.01,0.18,0.01,0.01,0.78,0.01,0.01,0.01,0.01,0.01,4
m1sxhn,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.14,0.5,0.15,8
m1uh3j,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.12,0.0,6
m1vog5,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.59,0.1,0.06,7
m1xdr7,0.0,0.49,0.0,0.0,0.15,0.09,0.0,0.0,0.0,0.25,1
m1yl3r,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.37,0.0,0.44,9
m1z88a,0.0,0.0,0.16,0.0,0.0,0.36,0.12,0.0,0.0,0.36,5
m1z9a5,0.0,0.58,0.0,0.03,0.06,0.0,0.04,0.12,0.0,0.17,1
m1zmua,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,7
m1zwnx,0.03,0.0,0.0,0.38,0.22,0.1,0.02,0.1,0.15,0.0,3
m2032x,0.0,0.16,0.0,0.16,0.27,0.0,0.0,0.0,0.0,0.4,9
m20oss,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.46,9
m24mq7,0.0,0.0,0.0,0.07,0.25,0.31,0.09,0.14,0.0,0.14,5
m2648x,0.0,0.22,0.05,0.0,0.0,0.0,0.0,0.18,0.54,0.0,8
m26jda,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,4
m27e3c,0.12,0.6,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1
m298tj,0.0,0.32,0.0,0.24,0.0,0.0,0.1,0.13,0.0,0.2,1
m29jmz,0.08,0.19,0.01,0.01,0.01,0.01,0.01,0.43,0.26,0.01,7
m29ytc,0.0,0.0,0.08,0.0,0.0,0.0,0.39,0.5,0.0,0.0,7
m2aygr,0.02,0.02,0.02,0.02,0.02,0.02,0.85,0.02,0.02,0.02,6
m2bmab,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.41,0.31,0.0,7
m2c8t4,0.0,0.0,0.06,0.0,0.39,0.14,0.4,0.0,0.0,0.0,6
m2ckbb,0.01,0.01,0.31,0.01,0.01,0.37,0.26,0.01,0.01,0.01,5
m2dg5l,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.12,0.0,0.0,6
m2dj4m,0.09,0.25,0.0,0.36,0.0,0.0,0.16,0.0,0.13,0.0,3
m2dzkd,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.34,0.0,0.0,6
m2flzi,0.04,0.28,0.32,0.21,0.0,0.0,0.0,0.0,0.15,0.0,2
m2gic7,0.03,0.34,0.0,0.0,0.08,0.0,0.1,0.0,0.0,0.44,9
m2goii,0.0,0.0,0.0,0.08,0.23,0.32,0.0,0.0,0.35,0.0,8
m2gscg,0.0,0.0,0.0,0.18,0.22,0.12,0.0,0.0,0.13,0.34,9
m2hste,0.03,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.27,0.0,2
m2hw2i,0.0,0.0,0.79,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2
m2i8p0,0.0,0.41,0.0,0.08,0.06,0.0,0.0,0.3,0.14,0.0,1
m2ih2v,0.0,0.0,0.44,0.0,0.12,0.25,0.0,0.0,0.18,0.0,2
m2izfn,0.01,0.01,0.01,0.01,0.01,0.14,0.56,0.27,0.01,0.01,6
m2j0v1,0.0,0.02,0.0,0.17,0.0,0.09,0.0,0.71,0.0,0.0,7
m2j306,0.0,0.33,0.0,0.0,0.57,0.0,0.08,0.0,0.0,0.0,4
m2jico,0.0,0.0,0.22,0.0,0.0,0.0,0.38,0.0,0.06,0.31,6
m2khs7,0.01,0.15,0.0,0.0,0.02,0.02,0.09,0.0,0.23,0.48,9
m2kphp,0.01,0.01,0.01,0.01,0.01,0.65,0.28,0.01,0.01,0.01,5
m2l2df,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.23,0.25,0.01,3
m2mmit,0.0,0.0,0.0,0.9,0.0,0.0,0.08,0.0,0.0,0.0,3
m2nw7z,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,9
m2pu4h,0.0,0.0,0.0,0.34,0.36,0.12,0.0,0.0,0.16,0.0,4
m2qops,0.0,0.0,0.0,0.0,0.82,0.0,0.16,0.0,0.0,0.0,4
m2r044,0.0,0.55,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,1
m2r62e,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.09,0.0,0.0,5
m2s6fz,0.01,0.49,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,1
m2sc8u,0.01,0.37,0.0,0.0,0.0,0.08,0.03,0.2,0.27,0.02,1
m2taz0,0.0,0.11,0.0,0.21,0.0,0.15,0.0,0.23,0.0,0.29,9
m2tjg9,0.0,0.3,0.0,0.34,0.0,0.0,0.17,0.0,0.18,0.0,3
m2tmb2,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,4
m2uuz5,0.01,0.01,0.01,0.01,0.01,0.48,0.45,0.01,0.01,0.01,5
m2v3iz,0.0,0.19,0.03,0.0,0.02,0.0,0.13,0.0,0.0,0.63,9
m2vm7h,0.0,0.32,0.2,0.29,0.03,0.0,0.0,0.06,0.08,0.0,1
m2w8su,0.01,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,4
m2wxzv,0.0,0.71,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.12,1
m2wyba,0.01,0.01,0.01,0.4,0.01,0.01,0.4,0.16,0.01,0.01,3
m2x8ln,0.19,0.29,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.22,1
m2xg9b,0.0,0.0,0.0,0.06,0.92,0.0,0.0,0.0,0.0,0.0,4
m2xvei,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.15,0.0,0.36,6
m2yiq9,0.01,0.41,0.01,0.12,0.01,0.01,0.01,0.43,0.01,0.01,7
m2yomz,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,1
m2yqgg,0.03,0.0,0.0,0.14,0.0,0.31,0.0,0.5,0.0,0.0,7
m2zhht,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.07,0.0,4
m2zr22,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.18,0.13,0.12,6
m303h3,0.08,0.45,0.23,0.0,0.11,0.0,0.0,0.0,0.0,0.13,1
m30oev,0.03,0.26,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,6
m30x7m,0.0,0.37,0.0,0.0,0.53,0.0,0.0,0.08,0.0,0.0,4
m31lzt,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.34,0.0,2
m31rc3,0.0,0.26,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.67,9
m32jjo,0.01,0.01,0.01,0.34,0.08,0.28,0.01,0.01,0.27,0.01,3
m33phv,0.29,0.21,0.0,0.04,0.3,0.14,0.0,0.0,0.0,0.0,4
m34zag,0.0,0.18,0.24,0.06,0.0,0.51,0.0,0.0,0.0,0.0,5
m35al9,0.0,0.0,0.2,0.0,0.0,0.0,0.28,0.5,0.0,0.0,7
m363e1,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.09,0.56,0.0,8
m368bz,0.0,0.53,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.18,1
m376gb,0.0,0.15,0.65,0.0,0.0,0.16,0.0,0.0,0.03,0.0,2
m37dxe,0.0,0.0,0.26,0.19,0.0,0.08,0.0,0.0,0.45,0.0,8
m37osr,0.01,0.18,0.07,0.0,0.0,0.0,0.06,0.43,0.25,0.0,7
m381t9,0.0,0.15,0.48,0.12,0.0,0.0,0.0,0.0,0.2,0.04,2
m38gx1,0.0,0.35,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.06,3
m38xyi,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
m39jm1,0.0,0.64,0.0,0.0,0.18,0.0,0.15,0.0,0.0,0.0,1
m3a1le,0.04,0.0,0.0,0.0,0.0,0.17,0.21,0.41,0.16,0.0,7
m3a274,0.01,0.01,0.01,0.22,0.01,0.01,0.3,0.01,0.01,0.44,9
m3apo4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,9
m3ax0b,0.01,0.21,0.13,0.11,0.0,0.2,0.0,0.26,0.0,0.08,7
m3basx,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.77,9
m3bd90,0.0,0.03,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.13,7
m3bdpb,0.0,0.0,0.5,0.0,0.0,0.18,0.0,0.3,0.0,0.0,2
m3bjae,0.0,0.19,0.13,0.0,0.0,0.0,0.0,0.66,0.0,0.0,7
m3bnut,0.05,0.13,0.37,0.0,0.03,0.0,0.0,0.29,0.0,0.13,2
m3bwhw,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.48,0.0,0.0,4
m3bwnx,0.0,0.17,0.06,0.17,0.11,0.0,0.24,0.11,0.13,0.0,6
m3bycy,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,9
m3c514,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.32,0.21,0.13,3
m3cy4k,0.02,0.11,0.0,0.0,0.0,0.04,0.0,0.09,0.69,0.04,8
m3e4xt,0.0,0.2,0.14,0.1,0.1,0.23,0.0,0.23,0.0,0.0,5
m3e6x0,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.44,0.01,3
m3eiwc,0.0,0.0,0.05,0.0,0.0,0.41,0.0,0.4,0.12,0.0,5
m3ek9e,0.0,0.37,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.44,9
m3gdku,0.03,0.0,0.15,0.05,0.0,0.0,0.0,0.14,0.64,0.0,8
m3icdp,0.0,0.0,0.02,0.08,0.0,0.2,0.07,0.41,0.1,0.12,7
m3j0ru,0.03,0.21,0.0,0.0,0.0,0.08,0.0,0.51,0.16,0.0,7
m3j5aj,0.0,0.0,0.15,0.0,0.66,0.0,0.03,0.0,0.15,0.0,4
m3jmgc,0.0,0.18,0.02,0.0,0.0,0.4,0.06,0.07,0.0,0.27,5
m3k22d,0.0,0.0,0.0,0.08,0.64,0.0,0.0,0.0,0.27,0.0,4
m3k7hn,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.78,9
m3loft,0.0,0.08,0.05,0.3,0.0,0.0,0.0,0.44,0.11,0.0,7
m3m782,0.15,0.0,0.32,0.24,0.16,0.0,0.0,0.0,0.0,0.11,2
m3n6jm,0.04,0.0,0.19,0.16,0.0,0.41,0.19,0.0,0.0,0.0,5
m3njap,0.01,0.01,0.35,0.01,0.01,0.01,0.2,0.01,0.4,0.01,8
m3nk62,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.41,0.44,0.0,8
m3nyy6,0.0,0.21,0.08,0.04,0.0,0.35,0.0,0.18,0.0,0.13,5
m3nzkc,0.0,0.48,0.0,0.0,0.32,0.0,0.0,0.0,0.18,0.0,1
m3o5wi,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,6
m3ortb,0.0,0.47,0.04,0.0,0.0,0.17,0.07,0.0,0.0,0.24,1
m3owcg,0.05,0.25,0.0,0.15,0.28,0.0,0.0,0.26,0.0,0.0,4
m3p0tr,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.86,0.0,8
m3plnu,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.68,0.0,0.0,7
m3qhpq,0.0,0.32,0.0,0.34,0.0,0.33,0.0,0.0,0.0,0.0,3
m3r8n3,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.45,0.0,3
m3rf6t,0.0,0.25,0.0,0.32,0.0,0.0,0.0,0.2,0.13,0.09,3
m3s1am,0.02,0.0,0.0,0.0,0.0,0.11,0.2,0.32,0.35,0.0,8
m3s5nc,0.0,0.42,0.02,0.24,0.0,0.0,0.06,0.0,0.02,0.24,1
m3s8lw,0.0,0.0,0.0,0.0,0.3,0.0,0.66,0.0,0.0,0.0,6
m3sgoo,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.49,9
m3t2nu,0.0,0.0,0.41,0.0,0.0,0.28,0.0,0.0,0.0,0.28,2
m3ufzy,0.0,0.0,0.0,0.0,0.08,0.35,0.0,0.2,0.35,0.0,5
m3v1rb,0.0,0.22,0.0,0.29,0.25,0.06,0.0,0.05,0.12,0.0,3
m3vbly,0.01,0.41,0.01,0.31,0.01,0.01,0.01,0.01,0.23,0.01,1
m3vbpb,0.0,0.0,0.32,0.08,0.0,0.1,0.0,0.0,0.48,0.0,8
m3vxdx,0.01,0.01,0.01,0.01,0.25,0.01,0.26,0.01,0.1,0.36,9
m3w1rd,0.02,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,4
m3w8ce,0.0,0.23,0.12,0.59,0.0,0.0,0.0,0.05,0.0,0.0,3
m3xr6s,0.07,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,4
m3y1q9,0.01,0.01,0.01,0.01,0.01,0.62,0.01,0.31,0.01,0.01,5
m3ygs5,0.0,0.0,0.0,0.25,0.53,0.0,0.19,0.0,0.0,0.0,4
m3yhtu,0.01,0.47,0.01,0.01,0.01,0.48,0.01,0.01,0.01,0.01,5
m3ylgo,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.44,6
m3ys6i,0.02,0.0,0.04,0.12,0.03,0.35,0.11,0.24,0.0,0.09,5
m40b5f,0.0,0.19,0.16,0.06,0.34,0.24,0.0,0.0,0.0,0.0,4
m40y5h,0.0,0.31,0.0,0.0,0.05,0.05,0.0,0.0,0.4,0.19,8
m42c5s,0.01,0.01,0.53,0.41,0.01,0.01,0.01,0.01,0.01,0.01,2
m42k8p,0.0,0.0,0.05,0.56,0.0,0.22,0.0,0.0,0.05,0.11,3
m42nef,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.36,0.01,0.26,7
m42ozx,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,5
m42rh6,0.0,0.0,0.76,0.05,0.0,0.0,0.17,0.0,0.0,0.0,2
m42s0n,0.04,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
m44zfn,0.0,0.0,0.09,0.0,0.26,0.18,0.07,0.0,0.2,0.21,4
m45r3k,0.0,0.0,0.0,0.4,0.0,0.0,0.49,0.0,0.0,0.08,6
m468ay,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.65,0.0,8
m46akf,0.0,0.07,0.0,0.0,0.02,0.0,0.84,0.07,0.0,0.0,6
m46p43,0.0,0.16,0.27,0.09,0.0,0.0,0.0,0.0,0.29,0.19,8
m48n9y,0.01,0.82,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,1
m48puz,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.58,0.01,0.01,7
m48qn7,0.01,0.14,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.64,9
m4aj2d,0.01,0.09,0.0,0.06,0.0,0.0,0.06,0.0,0.33,0.44,9
m4ax7j,0.0,0.0,0.0,0.0,0.92,0.0,0.06,0.0,0.0,0.0,4
m4b2gt,0.0,0.62,0.0,0.04,0.0,0.0,0.0,0.33,0.0,0.0,1
m4b76a,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
m4bdsn,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,6
m4bq0u,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.4,0.12,7
m4ceth,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.59,0.11,0.0,7
m4cl8x,0.0,0.0,0.08,0.35,0.0,0.0,0.24,0.0,0.33,0.0,3
m4cplz,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.58,0.0,8
m4dti3,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.36,0.49,9
m4figj,0.0,0.0,0.0,0.0,0.05,0.52,0.27,0.14,0.0,0.0,5
m4fwoa,0.01,0.09,0.06,0.0,0.0,0.48,0.0,0.0,0.0,0.35,5
m4g8ry,0.05,0.21,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.57,9
m4gddu,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.73,0.0,0.1,7
m4h0ek,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.14,0.0,2
m4h2f6,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.76,0.15,0.01,7
m4h65n,0.0,0.18,0.0,0.22,0.0,0.1,0.16,0.32,0.0,0.0,7
m4hndk,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.3,0.34,0.0,3
m4imh3,0.22,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,0.01,3
m4iqux,0.0,0.23,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
m4j9mm,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,3
m4jfkm,0.0,0.0,0.2,0.16,0.0,0.0,0.0,0.62,0.0,0.0,7
m4ju6t,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
m4ld5q,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,8
m4lr16,0.0,0.1,0.11,0.0,0.26,0.0,0.0,0.53,0.0,0.0,7
m4mp4x,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.7,0.01,0.01,7
m4n5ti,0.0,0.19,0.49,0.0,0.0,0.0,0.0,0.09,0.21,0.0,2
m4nbcj,0.11,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.11,0.47,9
m4nl44,0.0,0.17,0.0,0.46,0.0,0.24,0.11,0.0,0.0,0.0,3
m4nl4k,0.02,0.13,0.32,0.0,0.0,0.0,0.0,0.33,0.21,0.0,7
m4nusb,0.0,0.15,0.0,0.07,0.51,0.0,0.1,0.16,0.0,0.0,4
m4nvjg,0.0,0.67,0.0,0.12,0.0,0.0,0.0,0.19,0.0,0.0,1
m4ormj,0.01,0.35,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.38,9
m4ou0p,0.02,0.19,0.75,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2
m4ov1s,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.35,7
m4p02e,0.0,0.0,0.03,0.09,0.02,0.65,0.14,0.0,0.06,0.0,5
m4plfh,0.0,0.63,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1
m4pylj,0.01,0.01,0.01,0.52,0.01,0.01,0.12,0.01,0.3,0.01,3
m4qwu1,0.01,0.01,0.01,0.01,0.5,0.01,0.13,0.33,0.01,0.01,4
m4qxyt,0.0,0.3,0.0,0.0,0.13,0.0,0.0,0.55,0.0,0.0,7
m4tr88,0.01,0.01,0.01,0.01,0.57,0.01,0.01,0.01,0.01,0.36,4
m4ua9g,0.05,0.0,0.0,0.0,0.1,0.0,0.24,0.42,0.0,0.18,7
m4ubmw,0.0,0.0,0.51,0.13,0.0,0.07,0.0,0.0,0.1,0.18,2
m4uhjs,0.0,0.0,0.41,0.25,0.0,0.0,0.0,0.0,0.3,0.0,2
m4vcos,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
m4vfsg,0.0,0.0,0.11,0.0,0.0,0.09,0.37,0.38,0.0,0.03,7
m4wbmy,0.0,0.0,0.25,0.0,0.07,0.4,0.11,0.0,0.0,0.16,5
m4xles,0.0,0.26,0.16,0.0,0.0,0.0,0.43,0.13,0.0,0.0,6
m4xpvj,0.0,0.0,0.0,0.26,0.0,0.11,0.0,0.0,0.61,0.0,8
m4yoq8,0.01,0.01,0.38,0.01,0.01,0.14,0.01,0.01,0.44,0.01,8
m4yqok,0.03,0.52,0.0,0.0,0.0,0.24,0.04,0.11,0.0,0.04,1
m4yvmt,0.0,0.16,0.0,0.13,0.0,0.0,0.0,0.0,0.63,0.08,8
m4z7w6,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
m4z7zd,0.02,0.25,0.14,0.11,0.0,0.16,0.0,0.15,0.17,0.0,1
m4z89k,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
m4zxwq,0.0,0.39,0.0,0.08,0.0,0.0,0.08,0.25,0.0,0.2,1
m5052d,0.06,0.0,0.0,0.0,0.0,0.31,0.47,0.14,0.0,0.0,6
m5062l,0.0,0.22,0.0,0.51,0.0,0.06,0.0,0.0,0.0,0.2,3
m509fd,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.74,9
m50ryp,0.0,0.45,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,6
m50t2o,0.0,0.16,0.0,0.47,0.0,0.08,0.04,0.0,0.23,0.0,3
m50tmm,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
m51620,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
m518z5,0.0,0.0,0.0,0.41,0.0,0.0,0.07,0.2,0.19,0.12,3
m519ux,0.0,0.36,0.15,0.0,0.0,0.29,0.0,0.2,0.0,0.0,1
m51l4o,0.0,0.29,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,6
m531i4,0.02,0.03,0.0,0.12,0.0,0.0,0.1,0.44,0.3,0.0,7
m53w1l,0.0,0.59,0.0,0.06,0.33,0.0,0.0,0.0,0.0,0.0,1
m5412p,0.02,0.02,0.38,0.02,0.02,0.02,0.02,0.02,0.46,0.02,8
m541b6,0.0,0.09,0.0,0.0,0.26,0.17,0.06,0.0,0.18,0.23,4
m549b8,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.13,0.35,0.34,8
m54ahe,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.9,9
m54fyv,0.0,0.47,0.11,0.15,0.0,0.08,0.0,0.18,0.0,0.0,1
m55106,0.0,0.27,0.18,0.07,0.0,0.05,0.17,0.25,0.0,0.0,1
m55j42,0.0,0.0,0.38,0.25,0.18,0.0,0.0,0.18,0.0,0.0,2
