,t0 symptom,t1 hair,t2 doctor,t3 help,t4 day,t5 period,t6 level,t7 metformin,t8 year,t9 pregnant,t10 pain,t11 like,t12 weight,t13 control,t14 hair,dominant_topic
fujvjf,0.0,0.0,0.17,0.08,0.0,0.15,0.0,0.0,0.08,0.37,0.0,0.09,0.05,0.0,0.0,9
fuk27q,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.04,0.36,8
fukhbm,0.0,0.08,0.0,0.0,0.0,0.24,0.0,0.11,0.32,0.0,0.02,0.19,0.0,0.04,0.0,8
fukr2m,0.0,0.02,0.25,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.02,0.21,0.0,0.04,0.12,5
fum8u3,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.56,0.0,0.0,0.2,11
fumhh7,0.0,0.0,0.17,0.0,0.0,0.23,0.06,0.0,0.12,0.05,0.02,0.13,0.07,0.11,0.05,5
fumrxo,0.0,0.0,0.09,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.0,0.48,14
fun2sn,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.44,0.22,0.0,0.07,11
funj5f,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,5
funvzn,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,14
fuop2d,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,11
fuq0ey,0.0,0.0,0.1,0.0,0.31,0.0,0.17,0.13,0.0,0.15,0.0,0.0,0.09,0.03,0.0,4
fut8lm,0.08,0.04,0.02,0.01,0.05,0.0,0.17,0.02,0.18,0.0,0.03,0.0,0.24,0.09,0.06,12
fuvkc5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.09,0.0,0.26,0.0,0.0,0.0,8
fuvptd,0.01,0.01,0.01,0.24,0.17,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.29,0.01,13
fuvysz,0.12,0.0,0.18,0.0,0.2,0.13,0.0,0.13,0.0,0.0,0.0,0.08,0.17,0.0,0.0,4
fuwcpl,0.15,0.01,0.01,0.01,0.01,0.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
fuwtft,0.29,0.14,0.09,0.18,0.0,0.06,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.07,0.0,0
fuwv06,0.14,0.0,0.29,0.01,0.03,0.0,0.1,0.04,0.18,0.02,0.0,0.0,0.07,0.1,0.02,2
fuxc5h,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
fuxd4b,0.0,0.0,0.16,0.1,0.0,0.04,0.0,0.0,0.13,0.0,0.45,0.1,0.0,0.0,0.0,10
fuxo1t,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.22,0.57,0.0,0.0,0.0,11
fuzn5i,0.01,0.37,0.01,0.27,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
fv07ke,0.11,0.0,0.16,0.0,0.0,0.0,0.06,0.0,0.17,0.14,0.03,0.29,0.0,0.04,0.0,11
fv0g73,0.0,0.07,0.1,0.0,0.22,0.34,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,5
fv0xmb,0.36,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0
fv1hec,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.28,0.0,0.0,0.08,0.52,0.02,0.0,12
fv2gdk,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.17,0.22,0.05,0.0,8
fv2juz,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.58,0.0,0.0,12
fv2smi,0.11,0.0,0.08,0.21,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.24,0.0,0.0,0.0,8
fv3b4j,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.46,0.01,0.01,12
fv3pkm,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.65,0.05,0.0,12
fv436s,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.18,0.0,0.0,7
fv4rpq,0.0,0.0,0.15,0.12,0.0,0.56,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
fv6fzi,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.39,0.0,8
fv7m6k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.23,8
fv7y2t,0.23,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.27,0.0,0.0,0.0,8
fv8d73,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.2,0.0,0.54,0.0,0.0,0.0,0.0,10
fvcxt7,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,0.46,0.0,0.04,0.38,0.0,0.0,0.0,8
fvd75y,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.31,0.0,0.0,11
fveb8m,0.44,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0
fvhkcb,0.27,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.17,0
fvie8z,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.23,0.06,11
fvjiq6,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.3,8
fvlvi6,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
fvn3wt,0.54,0.1,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0
fvnggd,0.0,0.0,0.12,0.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,5
fvq581,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.76,14
fvvbt1,0.11,0.0,0.17,0.02,0.07,0.1,0.0,0.03,0.11,0.0,0.0,0.0,0.37,0.0,0.0,12
fvwwq2,0.0,0.0,0.03,0.05,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,5
fvy5ei,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.32,0.0,0.0,0.0,8
fvzdjp,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.0,0.0,5
fvzhab,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.48,0.4,0.0,0.0,0.0,10
fw0o1j,0.0,0.0,0.25,0.0,0.0,0.0,0.34,0.08,0.12,0.0,0.05,0.09,0.0,0.06,0.0,6
fw0ywk,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.05,0.02,0.0,0.34,0.48,0.0,0.0,12
fw17cw,0.08,0.0,0.0,0.04,0.0,0.37,0.05,0.0,0.0,0.26,0.0,0.2,0.0,0.0,0.0,5
fw25rj,0.29,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.18,6
fw5q1s,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,4
fw5vjh,0.0,0.22,0.0,0.05,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.36,14
fw5y9l,0.0,0.0,0.06,0.0,0.1,0.29,0.05,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.11,10
fw6q8g,0.0,0.0,0.12,0.0,0.0,0.36,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.28,0.0,5
fw90db,0.0,0.0,0.0,0.0,0.0,0.71,0.03,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,5
fw9iax,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,2
fwbbrc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.26,11
fwbqw3,0.0,0.0,0.1,0.0,0.26,0.21,0.11,0.0,0.0,0.0,0.0,0.23,0.0,0.07,0.0,4
fwc8rh,0.0,0.0,0.0,0.18,0.0,0.0,0.09,0.0,0.0,0.07,0.0,0.59,0.0,0.0,0.06,11
fwccqu,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.01,0.3,0.08,0.04,0.0,0.04,0.2,0.0,5
fwcjid,0.0,0.0,0.07,0.13,0.11,0.27,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,9
fwg881,0.11,0.0,0.12,0.0,0.0,0.14,0.16,0.0,0.11,0.0,0.0,0.15,0.15,0.07,0.0,6
fwj5sl,0.0,0.08,0.0,0.0,0.0,0.59,0.04,0.0,0.0,0.0,0.0,0.19,0.09,0.0,0.0,5
fwjulv,0.34,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,13
fwkw65,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.38,0.0,0.0,8
fwlegl,0.0,0.04,0.05,0.0,0.12,0.0,0.34,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
fwmgop,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.23,0.0,0.0,0.54,0.0,0.0,12
fwmj8e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,14
fwmm4g,0.0,0.0,0.25,0.0,0.0,0.15,0.12,0.01,0.0,0.0,0.0,0.22,0.1,0.15,0.0,2
fwmwgs,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.28,0.0,0.04,0.28,0.0,0.0,0.26,8
fwmwnx,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.73,0.01,0.01,0.01,11
fwmxp7,0.15,0.06,0.1,0.09,0.0,0.0,0.05,0.0,0.42,0.05,0.0,0.07,0.0,0.0,0.0,8
fwp03t,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.35,0.0,0.0,7
fwp9xn,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.19,0.01,0.01,3
fwphv3,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.42,0.07,0.0,0.0,0.08,0.11,0.05,8
fwpy45,0.0,0.13,0.0,0.04,0.17,0.0,0.53,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,6
fwq3s2,0.12,0.0,0.1,0.0,0.0,0.12,0.0,0.03,0.0,0.0,0.0,0.12,0.47,0.04,0.0,12
fwqjqe,0.13,0.0,0.07,0.02,0.0,0.17,0.03,0.02,0.08,0.0,0.04,0.24,0.04,0.01,0.15,11
fws5tr,0.0,0.0,0.27,0.14,0.15,0.0,0.0,0.0,0.0,0.33,0.0,0.1,0.0,0.0,0.0,9
fwspa6,0.04,0.0,0.0,0.0,0.32,0.45,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,5
fwsw3d,0.0,0.19,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.27,0.06,0.0,0.07,0.0,6
fwu11a,0.0,0.04,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,0.44,0.25,0.0,0.0,11
fwuw37,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
fwv1p7,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.08,0.0,0.07,0.0,10
fwvah3,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.14,0.0,12
fwvzhm,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14
fww4hi,0.0,0.0,0.19,0.0,0.0,0.23,0.0,0.04,0.1,0.0,0.0,0.31,0.02,0.1,0.0,11
fwwei3,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1
fwxn5b,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.1,0.0,0.0,8
fwy36a,0.0,0.0,0.0,0.22,0.06,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.13,0.15,0.04,9
fwyzdt,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.44,14
fwz7as,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,11
fx0k8o,0.0,0.0,0.12,0.0,0.0,0.05,0.0,0.13,0.15,0.0,0.0,0.31,0.0,0.07,0.15,11
fx125c,0.0,0.0,0.0,0.17,0.11,0.09,0.0,0.0,0.44,0.0,0.0,0.0,0.07,0.11,0.0,8
fx1xcd,0.0,0.0,0.08,0.0,0.0,0.4,0.07,0.07,0.0,0.0,0.0,0.29,0.0,0.09,0.0,5
fx2c5t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,11
fx2rhs,0.0,0.0,0.0,0.06,0.21,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.55,14
fx4cr7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.3,0.01,0.23,0.01,10
fx56q2,0.0,0.0,0.0,0.05,0.13,0.66,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
fx6tlt,0.15,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.15,11
fx6ya6,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.51,0.0,0.0,12
fx727v,0.0,0.0,0.0,0.05,0.0,0.19,0.0,0.0,0.0,0.08,0.0,0.65,0.0,0.0,0.0,11
fx7spi,0.25,0.05,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.05,0.0,0.28,0.25,0.0,0.0,11
fx7xze,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.03,0.0,0.0,0.0,0.47,0.28,0.07,0.05,11
fx855v,0.0,0.06,0.18,0.12,0.0,0.0,0.0,0.0,0.56,0.0,0.06,0.0,0.0,0.0,0.0,8
fx8fyf,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.11,0.38,0.0,0.0,0.24,0.0,0.0,0.0,8
fx97mk,0.0,0.23,0.18,0.12,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,12
fx9lu5,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.8,0.0,0.0,12
fxa2pe,0.34,0.0,0.1,0.17,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.24,0.09,0.0,0
fxajem,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.19,0.3,0.0,0.0,0.0,0.0,0.29,0.0,8
fxcocv,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.55,0.0,0.0,0.29,11
fxdpob,0.16,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.16,0.0,0.04,1
fxdw4o,0.0,0.12,0.11,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.25,0.37,0.0,0.0,12
fxdwo1,0.0,0.0,0.0,0.0,0.0,0.6,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,5
fxh87k,0.08,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.29,0.51,0.0,0.04,12
fxjwwr,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.08,0.61,0.0,0.0,12
fxki1i,0.06,0.0,0.0,0.13,0.0,0.24,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.16,0.0,8
fxkkry,0.0,0.0,0.21,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.26,0.0,0.25,0.0,0.0,10
fxkyq2,0.0,0.1,0.0,0.08,0.0,0.0,0.0,0.04,0.55,0.0,0.0,0.16,0.0,0.06,0.0,8
fxmn1j,0.0,0.0,0.07,0.0,0.17,0.42,0.0,0.03,0.0,0.0,0.0,0.18,0.0,0.12,0.0,5
fxt0qs,0.0,0.0,0.0,0.09,0.0,0.37,0.03,0.0,0.0,0.0,0.0,0.0,0.26,0.24,0.0,5
fxt7u6,0.0,0.0,0.0,0.0,0.13,0.41,0.0,0.0,0.13,0.31,0.0,0.0,0.0,0.0,0.0,5
fxtjv2,0.09,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.17,0.13,0.07,0.07,8
fxtq6f,0.0,0.3,0.0,0.09,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,11
fxuu11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.35,0.5,0.0,0.0,12
fxv1tn,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,2
fxvf0y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.42,0.0,0.0,0.44,14
fxvp6q,0.0,0.0,0.31,0.0,0.0,0.0,0.21,0.0,0.24,0.0,0.2,0.0,0.0,0.0,0.0,2
fxvssk,0.22,0.12,0.0,0.0,0.0,0.0,0.08,0.03,0.26,0.07,0.0,0.13,0.0,0.09,0.0,8
fxwysv,0.09,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.37,0.22,0.0,0.0,11
fxx0yv,0.33,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,11
fxx2vt,0.0,0.0,0.0,0.11,0.0,0.09,0.0,0.02,0.35,0.0,0.0,0.09,0.0,0.34,0.0,8
fxxf0r,0.6,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.16,0
fxxsn0,0.21,0.0,0.1,0.06,0.0,0.0,0.06,0.0,0.34,0.08,0.13,0.0,0.0,0.0,0.0,8
fxywaz,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.47,0.24,0.0,0.0,11
fy1jrz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.23,0.0,0.28,8
fy32mm,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.0,0.53,0.0,0.0,0.0,11
fy4vjx,0.12,0.1,0.0,0.0,0.24,0.0,0.04,0.0,0.31,0.0,0.0,0.18,0.0,0.0,0.0,8
fy6qx2,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.73,0.0,0.08,0.0,11
fy9hgd,0.0,0.0,0.47,0.0,0.0,0.1,0.0,0.0,0.0,0.17,0.0,0.13,0.12,0.0,0.0,2
fycrqm,0.08,0.0,0.12,0.19,0.0,0.3,0.05,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,5
fyct6l,0.0,0.0,0.0,0.0,0.09,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.41,0.0,0.0,12
fydgmv,0.0,0.0,0.0,0.0,0.08,0.0,0.21,0.0,0.29,0.0,0.0,0.0,0.39,0.0,0.0,12
fyeput,0.11,0.0,0.0,0.05,0.12,0.0,0.06,0.0,0.43,0.09,0.0,0.07,0.06,0.0,0.0,8
fyg4jr,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.22,0.37,0.0,0.0,0.21,0.0,0.0,0.0,8
fygnuj,0.04,0.04,0.05,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.19,11
fyhg7x,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.69,0.01,13
fyifvt,0.0,0.0,0.0,0.07,0.31,0.0,0.08,0.0,0.0,0.33,0.0,0.0,0.19,0.0,0.0,9
fyjslz,0.0,0.0,0.23,0.09,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.11,0.0,0.0,0.39,14
fyldpg,0.0,0.0,0.12,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.58,0.0,0.15,0.0,11
fynflz,0.06,0.03,0.13,0.0,0.0,0.0,0.08,0.0,0.39,0.02,0.05,0.04,0.0,0.19,0.0,8
fyompl,0.0,0.1,0.0,0.01,0.11,0.0,0.11,0.03,0.47,0.0,0.01,0.1,0.06,0.0,0.0,8
fyrcmz,0.23,0.0,0.0,0.09,0.0,0.0,0.0,0.16,0.2,0.07,0.0,0.0,0.0,0.24,0.0,13
fyrylr,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,14
fys2qk,0.0,0.0,0.0,0.0,0.22,0.47,0.06,0.0,0.0,0.05,0.16,0.0,0.04,0.0,0.0,5
fysw1e,0.0,0.64,0.0,0.13,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
fyu02d,0.0,0.0,0.15,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.21,0.1,0.25,0.09,13
fyuzxb,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.77,0.0,0.0,0.0,11
fyvk7e,0.16,0.0,0.07,0.11,0.05,0.08,0.13,0.0,0.22,0.11,0.03,0.0,0.0,0.04,0.0,8
fyvvdc,0.02,0.77,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
fyw45v,0.11,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.44,0.0,0.0,0.0,11
fyw4p0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.35,0.04,0.0,0.0,0.0,5
fyw8ay,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.62,14
fywjq7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.64,14
fyx9y5,0.22,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.11,0.0,0.0,0.0,0.0,0.32,0.0,13
fz4r37,0.12,0.0,0.0,0.0,0.11,0.0,0.19,0.0,0.17,0.0,0.0,0.14,0.23,0.04,0.0,12
fz68l0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.49,0.18,0.02,0.0,11
fz98fc,0.1,0.0,0.0,0.13,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.03,0.0,12
fzblm6,0.04,0.0,0.0,0.06,0.38,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.38,0.0,0.0,4
fzcx0x,0.01,0.15,0.01,0.18,0.01,0.38,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
fzd472,0.0,0.0,0.0,0.0,0.2,0.27,0.11,0.0,0.0,0.0,0.0,0.22,0.19,0.0,0.0,5
fzdx6h,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.23,11
fzfrvw,0.16,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
fziqz3,0.17,0.0,0.0,0.21,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.26,0.0,0.0,12
fzli1e,0.0,0.0,0.11,0.13,0.0,0.19,0.0,0.0,0.0,0.16,0.0,0.32,0.0,0.07,0.0,11
fzlkmi,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.77,0.0,0.0,12
fzn1qi,0.66,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
fznr1a,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.34,0.0,0.0,0.0,0.63,0.0,0.0,12
fzpi2j,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,12
fzrpkj,0.67,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0
fzskic,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,11
fztpiq,0.15,0.04,0.32,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,2
fzuhtd,0.0,0.08,0.0,0.11,0.05,0.0,0.0,0.0,0.21,0.0,0.0,0.54,0.0,0.0,0.0,11
fzvgax,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.08,0.0,0.09,0.0,0.09,0.0,0.12,0.0,5
fzyh81,0.0,0.02,0.06,0.0,0.0,0.15,0.31,0.0,0.25,0.0,0.14,0.0,0.0,0.04,0.02,6
fzz0q6,0.0,0.0,0.0,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.46,14
fzzbx4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.39,14
g00cna,0.0,0.0,0.07,0.0,0.0,0.35,0.0,0.08,0.09,0.0,0.13,0.14,0.12,0.0,0.0,5
g01fh0,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.54,0.15,0.01,0.01,0.01,0.01,0.01,8
g02mvn,0.0,0.07,0.2,0.0,0.07,0.27,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.22,0.0,5
g02xin,0.0,0.22,0.0,0.06,0.03,0.0,0.0,0.04,0.13,0.0,0.02,0.18,0.18,0.0,0.13,1
g05ujh,0.0,0.0,0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.42,14
g078gv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.9,0.0,0.0,12
g079zw,0.0,0.0,0.18,0.0,0.17,0.37,0.07,0.06,0.0,0.07,0.02,0.0,0.05,0.0,0.0,5
g07czw,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,0.0,0.0,0.26,0.3,0.02,0.04,12
g08dsa,0.16,0.0,0.13,0.0,0.0,0.0,0.06,0.05,0.52,0.0,0.0,0.0,0.0,0.08,0.0,8
