,t0 amp,t1 period,t2 nt,t3 period,t4 ultrasound,t5 surgery,t6 control,t7 help,t8 doctor,t9 surgery,dominant_topic
5zfs44,0.0,0.0,0.27,0.0,0.12,0.1,0.42,0.08,0.0,0.0,6
5zru2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.56,0.0,8
60o3vr,0.0,0.0,0.14,0.0,0.0,0.76,0.0,0.08,0.0,0.0,5
60ry7a,0.01,0.11,0.14,0.04,0.0,0.0,0.35,0.08,0.0,0.26,6
60scc7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.53,9
60wvn8,0.0,0.0,0.23,0.0,0.27,0.0,0.34,0.14,0.0,0.0,6
61gw6i,0.0,0.0,0.23,0.0,0.07,0.26,0.0,0.15,0.29,0.0,8
61p9xp,0.08,0.58,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,1
62hdsg,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.73,0.0,0.09,7
633qwq,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.6,0.01,0.01,7
63f0sg,0.0,0.16,0.24,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3
63fikm,0.0,0.0,0.1,0.18,0.0,0.05,0.0,0.46,0.0,0.2,7
63n9ps,0.0,0.0,0.35,0.12,0.33,0.0,0.0,0.04,0.0,0.16,2
63ytab,0.0,0.0,0.39,0.14,0.12,0.0,0.03,0.08,0.24,0.0,2
64akt7,0.0,0.26,0.45,0.0,0.0,0.27,0.0,0.0,0.0,0.0,2
64p8dk,0.0,0.09,0.21,0.0,0.15,0.07,0.0,0.0,0.19,0.28,9
655gq9,0.3,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.32,0.26,8
65o0jh,0.0,0.0,0.23,0.18,0.0,0.0,0.1,0.0,0.49,0.0,8
65pjck,0.04,0.08,0.27,0.0,0.0,0.05,0.13,0.0,0.22,0.2,2
65skcs,0.0,0.63,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.17,1
65yugg,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,3
666s32,0.04,0.0,0.41,0.0,0.0,0.0,0.29,0.0,0.02,0.23,2
66crem,0.0,0.27,0.44,0.23,0.0,0.0,0.0,0.05,0.0,0.0,2
66ozzp,0.0,0.0,0.24,0.0,0.0,0.29,0.0,0.11,0.0,0.35,9
66ufqn,0.0,0.0,0.0,0.37,0.13,0.38,0.0,0.0,0.0,0.1,5
67bivw,0.0,0.0,0.17,0.37,0.12,0.0,0.33,0.0,0.0,0.0,3
68by6q,0.04,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.51,9
6936v0,0.27,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.43,9
694o36,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,1
698ckk,0.0,0.25,0.0,0.0,0.23,0.13,0.21,0.18,0.0,0.0,1
69jrkw,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,9
69mcf1,0.0,0.15,0.07,0.29,0.11,0.0,0.15,0.0,0.22,0.0,3
69o7p1,0.0,0.64,0.08,0.09,0.07,0.0,0.12,0.0,0.0,0.0,1
69roow,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.09,0.0,0.44,9
69t7gg,0.0,0.0,0.0,0.0,0.0,0.32,0.65,0.0,0.0,0.0,6
69ukux,0.0,0.0,0.0,0.0,0.0,0.23,0.31,0.04,0.41,0.0,8
6a2nwa,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.71,0.0,0.0,7
6a2wne,0.07,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.41,0.21,8
6a5me8,0.0,0.0,0.38,0.22,0.0,0.15,0.25,0.0,0.0,0.0,2
6ael98,0.0,0.0,0.11,0.0,0.15,0.0,0.52,0.21,0.0,0.0,6
6ax83h,0.0,0.04,0.09,0.13,0.24,0.0,0.18,0.0,0.17,0.15,4
6b97dd,0.0,0.0,0.35,0.16,0.0,0.15,0.31,0.0,0.0,0.0,2
6bkri3,0.41,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,6
6bpca3,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,7
6bqmy4,0.04,0.3,0.25,0.0,0.0,0.0,0.3,0.0,0.0,0.11,1
6bqubd,0.0,0.43,0.0,0.0,0.35,0.21,0.0,0.0,0.0,0.0,1
6btq56,0.01,0.28,0.01,0.01,0.01,0.13,0.01,0.56,0.01,0.01,7
6bz4jl,0.0,0.28,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,3
6c4lrk,0.0,0.0,0.21,0.0,0.0,0.17,0.0,0.0,0.0,0.6,9
6c5bxz,0.11,0.35,0.0,0.02,0.19,0.0,0.12,0.0,0.09,0.12,1
6c8s4q,0.0,0.0,0.0,0.3,0.11,0.0,0.5,0.08,0.0,0.0,6
6cir66,0.0,0.26,0.07,0.0,0.39,0.0,0.17,0.11,0.0,0.0,4
6cmm3c,0.0,0.5,0.18,0.11,0.07,0.0,0.0,0.0,0.13,0.0,1
6cqnn9,0.0,0.28,0.38,0.1,0.04,0.04,0.08,0.0,0.08,0.0,2
6cup81,0.0,0.49,0.17,0.32,0.0,0.0,0.0,0.0,0.0,0.0,1
6de5zk,0.0,0.26,0.07,0.32,0.16,0.1,0.08,0.0,0.0,0.0,3
6di5nk,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.28,3
6dprlf,0.0,0.58,0.0,0.11,0.0,0.0,0.0,0.0,0.28,0.0,1
6dtwtw,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.27,0.03,0.03,3
6dw106,0.0,0.29,0.51,0.15,0.0,0.0,0.0,0.04,0.0,0.0,2
6dxhqp,0.0,0.0,0.0,0.78,0.0,0.2,0.0,0.0,0.0,0.0,3
6e9366,0.0,0.0,0.27,0.31,0.0,0.0,0.0,0.0,0.1,0.31,3
6ebb6i,0.02,0.0,0.0,0.0,0.0,0.06,0.54,0.0,0.18,0.18,6
6eopvr,0.0,0.33,0.0,0.29,0.0,0.0,0.0,0.14,0.0,0.23,1
6euupc,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.29,0.0,2
6evknr,0.01,0.28,0.0,0.15,0.1,0.0,0.1,0.11,0.25,0.0,1
6f67xf,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.28,0.41,9
6fgcxs,0.04,0.18,0.34,0.0,0.34,0.03,0.07,0.0,0.0,0.0,2
6fi3pe,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.55,9
6fpijc,0.0,0.0,0.0,0.0,0.44,0.17,0.0,0.0,0.0,0.38,4
6fv37z,0.0,0.37,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,3
6fyepc,0.0,0.0,0.29,0.0,0.0,0.1,0.0,0.59,0.0,0.0,7
6fzjdi,0.0,0.25,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2
6gci81,0.0,0.3,0.3,0.06,0.0,0.0,0.17,0.05,0.0,0.11,1
6gq9ib,0.0,0.55,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1
6gsr82,0.03,0.24,0.31,0.0,0.0,0.22,0.0,0.0,0.0,0.18,2
6gsw59,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,3
6h14pe,0.21,0.0,0.0,0.0,0.0,0.0,0.5,0.27,0.0,0.0,6
6h1cdr,0.0,0.85,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1
6h7rz5,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.51,0.0,0.0,7
6hx5ui,0.05,0.14,0.16,0.0,0.0,0.0,0.22,0.3,0.12,0.0,7
6i2j07,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.27,0.01,0.01,2
6i8izy,0.0,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6i93sv,0.01,0.12,0.26,0.01,0.01,0.01,0.01,0.57,0.01,0.01,7
6ieq9k,0.0,0.15,0.21,0.0,0.07,0.07,0.24,0.02,0.24,0.0,6
6if6vr,0.0,0.0,0.0,0.79,0.0,0.0,0.18,0.0,0.0,0.0,3
6ihbe1,0.43,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.34,0
6iy304,0.15,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.37,0.0,6
6j0z31,0.0,0.04,0.19,0.0,0.28,0.02,0.12,0.0,0.16,0.18,4
6jky86,0.0,0.0,0.0,0.15,0.0,0.06,0.0,0.09,0.6,0.09,8
6jwkor,0.01,0.21,0.01,0.01,0.01,0.46,0.01,0.29,0.01,0.01,5
6jy4zz,0.0,0.34,0.0,0.33,0.07,0.13,0.0,0.12,0.0,0.0,1
6k4gjh,0.0,0.49,0.29,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
6k6fmq,0.15,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.61,9
6l064n,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.32,0.31,0.19,7
6l7nmb,0.0,0.21,0.08,0.15,0.22,0.0,0.19,0.15,0.0,0.0,4
6lhncw,0.0,0.15,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.0,3
6lomd5,0.0,0.0,0.23,0.0,0.0,0.13,0.0,0.62,0.0,0.0,7
6mbwzu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.45,7
6md7zf,0.13,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.46,9
6mk745,0.0,0.0,0.11,0.21,0.0,0.24,0.23,0.0,0.0,0.21,5
6mwh5b,0.03,0.0,0.37,0.03,0.0,0.06,0.02,0.04,0.0,0.45,9
6mwo6p,0.0,0.0,0.41,0.16,0.28,0.0,0.0,0.13,0.0,0.0,2
6neitp,0.0,0.32,0.0,0.1,0.18,0.0,0.21,0.07,0.12,0.0,1
6norc6,0.0,0.52,0.21,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1
6o4yhz,0.01,0.01,0.46,0.01,0.01,0.08,0.01,0.43,0.01,0.01,2
6od0af,0.0,0.06,0.0,0.29,0.34,0.0,0.0,0.04,0.26,0.0,4
6ojzkt,0.0,0.0,0.0,0.0,0.0,0.21,0.44,0.0,0.32,0.0,6
6onog6,0.17,0.53,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,1
6p3bpu,0.0,0.12,0.73,0.0,0.06,0.0,0.0,0.09,0.0,0.01,2
6p49b3,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.17,0.58,0.0,8
6pcfdv,0.0,0.49,0.35,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1
6pe1my,0.16,0.0,0.3,0.0,0.0,0.51,0.0,0.0,0.0,0.0,5
6qasgy,0.0,0.09,0.44,0.0,0.09,0.37,0.0,0.0,0.0,0.0,2
6qhkjq,0.05,0.0,0.0,0.35,0.0,0.3,0.19,0.0,0.1,0.0,3
6r7e4q,0.0,0.0,0.11,0.36,0.0,0.09,0.3,0.07,0.07,0.0,3
6rd1pu,0.0,0.0,0.37,0.0,0.0,0.3,0.0,0.0,0.0,0.32,2
6ru0jx,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
6ruced,0.03,0.0,0.31,0.0,0.0,0.0,0.35,0.13,0.0,0.18,6
6sgo5s,0.01,0.42,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
6sgylo,0.0,0.17,0.0,0.21,0.16,0.12,0.0,0.09,0.25,0.0,8
6shdsc,0.03,0.0,0.09,0.0,0.0,0.11,0.41,0.35,0.0,0.0,6
6t5cm1,0.0,0.44,0.25,0.05,0.0,0.0,0.05,0.0,0.21,0.0,1
6t85o1,0.0,0.17,0.0,0.06,0.0,0.0,0.01,0.05,0.46,0.25,8
6t9yll,0.0,0.0,0.28,0.17,0.0,0.0,0.0,0.13,0.4,0.0,8
6u5to3,0.0,0.13,0.15,0.0,0.04,0.34,0.13,0.0,0.2,0.0,5
6ulykj,0.03,0.03,0.03,0.03,0.03,0.39,0.03,0.03,0.34,0.03,5
6usuod,0.0,0.18,0.0,0.5,0.0,0.0,0.0,0.0,0.29,0.0,3
6uvfpy,0.01,0.01,0.28,0.01,0.01,0.67,0.01,0.01,0.01,0.01,5
6v08ye,0.0,0.0,0.11,0.49,0.0,0.14,0.0,0.0,0.13,0.12,3
6vybct,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,3
6w2tyi,0.0,0.17,0.0,0.27,0.0,0.19,0.24,0.03,0.1,0.0,3
6wtkn3,0.0,0.0,0.0,0.06,0.0,0.12,0.0,0.0,0.0,0.8,9
6wvfg6,0.0,0.33,0.24,0.2,0.0,0.0,0.07,0.0,0.16,0.0,1
6wwnfc,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.17,0.0,0.0,3
6xqdhc,0.0,0.0,0.06,0.29,0.28,0.06,0.0,0.0,0.0,0.3,9
6y0nuz,0.0,0.42,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1
6yd7qx,0.0,0.54,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.04,1
6yhl8m,0.07,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.64,9
6ym7rb,0.0,0.22,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6ys6ye,0.0,0.25,0.0,0.0,0.0,0.0,0.22,0.51,0.0,0.0,7
6z304w,0.0,0.0,0.0,0.28,0.32,0.0,0.0,0.37,0.0,0.0,7
6zczhs,0.01,0.49,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
6zd55o,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.31,0.34,9
6zeh5l,0.0,0.53,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,1
70bl8l,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.32,0.01,0.01,6
70t8hr,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.48,0.0,5
70tlxm,0.02,0.29,0.08,0.19,0.0,0.0,0.22,0.2,0.0,0.0,1
70uitt,0.0,0.23,0.32,0.0,0.0,0.0,0.0,0.0,0.1,0.34,9
70wfks,0.0,0.22,0.0,0.2,0.06,0.18,0.11,0.0,0.22,0.0,1
70yv9u,0.0,0.0,0.46,0.27,0.0,0.0,0.12,0.0,0.13,0.02,2
714rfi,0.01,0.61,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
71w16s,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.28,0.0,0.44,9
72zsld,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.29,0.48,0.01,8
736t6y,0.0,0.21,0.0,0.37,0.0,0.0,0.0,0.0,0.41,0.0,8
73yfxc,0.0,0.19,0.24,0.0,0.0,0.05,0.47,0.05,0.0,0.0,6
742meu,0.28,0.0,0.0,0.01,0.3,0.0,0.0,0.4,0.0,0.0,7
744vws,0.0,0.0,0.0,0.27,0.04,0.0,0.32,0.0,0.27,0.11,6
74qm5m,0.0,0.27,0.0,0.29,0.0,0.0,0.0,0.0,0.42,0.0,8
74tt7o,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.16,0.56,0.0,8
74uaf5,0.0,0.28,0.0,0.27,0.15,0.0,0.05,0.0,0.24,0.0,1
75be1v,0.0,0.0,0.0,0.0,0.32,0.0,0.36,0.3,0.0,0.0,6
75prf8,0.0,0.0,0.46,0.0,0.0,0.1,0.0,0.42,0.0,0.0,2
75pwee,0.0,0.48,0.0,0.0,0.0,0.0,0.06,0.0,0.45,0.0,1
76cltj,0.0,0.28,0.41,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2
76g2rc,0.0,0.5,0.0,0.34,0.0,0.0,0.0,0.15,0.0,0.0,1
76imzz,0.0,0.3,0.06,0.29,0.0,0.0,0.35,0.0,0.0,0.0,6
76klz9,0.01,0.01,0.01,0.33,0.01,0.62,0.01,0.01,0.01,0.01,5
76qklr,0.0,0.25,0.25,0.22,0.0,0.01,0.18,0.08,0.0,0.0,1
77d08v,0.04,0.0,0.0,0.0,0.12,0.38,0.0,0.18,0.0,0.27,5
77kgvw,0.08,0.0,0.31,0.0,0.12,0.0,0.0,0.09,0.0,0.39,9
77ymmz,0.0,0.24,0.0,0.51,0.0,0.0,0.25,0.0,0.0,0.0,3
7832t9,0.05,0.0,0.28,0.0,0.0,0.0,0.44,0.22,0.0,0.0,6
78avbd,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,3
78icnm,0.1,0.28,0.0,0.21,0.0,0.0,0.27,0.0,0.13,0.0,1
78jntg,0.11,0.0,0.11,0.0,0.08,0.56,0.0,0.14,0.0,0.0,5
793r7g,0.0,0.0,0.0,0.35,0.24,0.0,0.07,0.03,0.3,0.0,3
797rnw,0.0,0.0,0.16,0.47,0.0,0.0,0.0,0.0,0.0,0.35,3
797xiw,0.0,0.08,0.12,0.0,0.0,0.31,0.48,0.0,0.0,0.0,6
79iqsi,0.0,0.0,0.11,0.0,0.17,0.0,0.67,0.04,0.0,0.0,6
79l5zp,0.06,0.0,0.11,0.0,0.04,0.15,0.27,0.0,0.37,0.0,8
79prhr,0.0,0.0,0.33,0.0,0.25,0.13,0.23,0.0,0.06,0.0,2
7a8m3k,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,3
7amvhh,0.0,0.0,0.05,0.03,0.25,0.12,0.0,0.0,0.23,0.33,9
7ausnv,0.06,0.57,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1
7b4cth,0.0,0.03,0.63,0.11,0.0,0.11,0.0,0.0,0.11,0.0,2
7b8lym,0.0,0.18,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2
7bdwed,0.0,0.33,0.17,0.05,0.23,0.0,0.08,0.0,0.14,0.0,1
7bgb38,0.0,0.33,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.1,3
7bgzst,0.0,0.0,0.71,0.04,0.0,0.24,0.0,0.0,0.0,0.0,2
7c2ytx,0.0,0.0,0.0,0.58,0.0,0.24,0.0,0.0,0.0,0.16,3
7c4wlx,0.0,0.02,0.14,0.0,0.0,0.0,0.09,0.32,0.29,0.13,7
7cdko5,0.04,0.04,0.18,0.05,0.0,0.0,0.12,0.47,0.0,0.1,7
7ckb5w,0.0,0.5,0.32,0.0,0.0,0.0,0.07,0.06,0.0,0.04,1
7ckjyk,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.0,0.81,9
7cm8g6,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.64,9
7d2em4,0.0,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2
7d9nzd,0.0,0.0,0.0,0.12,0.23,0.17,0.32,0.05,0.11,0.0,6
7drobn,0.0,0.15,0.0,0.0,0.0,0.0,0.52,0.09,0.0,0.24,6
7dsr08,0.0,0.11,0.0,0.0,0.2,0.0,0.27,0.0,0.41,0.0,8
7fqh8e,0.0,0.23,0.0,0.14,0.0,0.0,0.15,0.31,0.17,0.0,7
7fv9uf,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,3
7g9il4,0.01,0.01,0.59,0.35,0.01,0.01,0.01,0.01,0.01,0.01,2
7g9ugm,0.0,0.0,0.0,0.0,0.29,0.18,0.37,0.0,0.0,0.16,6
7gi91a,0.0,0.0,0.0,0.0,0.17,0.15,0.57,0.1,0.0,0.0,6
7h1pqa,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.62,9
7h7b6e,0.02,0.27,0.33,0.1,0.0,0.0,0.07,0.0,0.19,0.0,2
7hdv63,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.63,9
7hfngo,0.0,0.33,0.0,0.1,0.29,0.0,0.0,0.0,0.14,0.13,1
7hk8i3,0.04,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.51,9
7hs92g,0.05,0.06,0.17,0.11,0.14,0.25,0.0,0.0,0.21,0.0,5
7i8y7t,0.07,0.42,0.0,0.0,0.0,0.23,0.0,0.26,0.0,0.0,1
7ii3zs,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.7,9
7il565,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.16,0.0,0.0,6
7irzly,0.09,0.5,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7iu15h,0.09,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.71,9
7jug3b,0.01,0.01,0.01,0.51,0.01,0.01,0.45,0.01,0.01,0.01,3
7kk4ug,0.0,0.0,0.0,0.13,0.41,0.05,0.0,0.09,0.32,0.0,4
7ktpbq,0.0,0.0,0.0,0.24,0.27,0.11,0.1,0.0,0.27,0.0,4
7l4ft7,0.11,0.15,0.0,0.0,0.0,0.0,0.1,0.15,0.41,0.08,8
7l6ak4,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.78,9
7l9xuk,0.0,0.27,0.25,0.1,0.0,0.0,0.0,0.0,0.36,0.0,8
7ldjx5,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.34,0.16,2
7lhxyo,0.01,0.01,0.22,0.01,0.67,0.01,0.01,0.01,0.01,0.01,4
7lor0k,0.0,0.19,0.25,0.0,0.13,0.0,0.0,0.0,0.34,0.09,8
7lumm8,0.0,0.0,0.2,0.17,0.16,0.0,0.0,0.0,0.0,0.45,9
7lwy93,0.0,0.23,0.7,0.0,0.0,0.0,0.0,0.06,0.0,0.0,2
7m2dzr,0.0,0.74,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.18,1
7mnsbi,0.0,0.09,0.09,0.0,0.02,0.0,0.03,0.04,0.67,0.06,8
7nilcb,0.06,0.0,0.12,0.0,0.0,0.24,0.17,0.0,0.4,0.0,8
7nlmm5,0.0,0.05,0.23,0.0,0.0,0.0,0.14,0.0,0.56,0.0,8
7nryfv,0.0,0.15,0.0,0.0,0.0,0.44,0.0,0.0,0.12,0.28,5
7ntd9s,0.0,0.0,0.21,0.11,0.0,0.0,0.21,0.13,0.17,0.16,2
7o1f1m,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1
7o8ttm,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.62,0.01,0.01,7
7ojj5k,0.01,0.62,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,1
7ooadi,0.01,0.0,0.06,0.02,0.06,0.03,0.16,0.08,0.54,0.04,8
7otm9z,0.0,0.12,0.0,0.12,0.1,0.15,0.3,0.0,0.0,0.19,6
7otqe9,0.0,0.0,0.0,0.29,0.0,0.0,0.2,0.0,0.5,0.0,8
7ovqkw,0.0,0.17,0.0,0.22,0.0,0.16,0.44,0.0,0.0,0.0,6
7ow5k5,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
7p2fma,0.06,0.18,0.0,0.08,0.11,0.09,0.14,0.0,0.33,0.0,8
7pg0zf,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.82,0.0,0.0,7
7pl8hg,0.0,0.03,0.0,0.14,0.09,0.0,0.0,0.0,0.68,0.05,8
7pppdb,0.0,0.26,0.0,0.0,0.0,0.0,0.61,0.12,0.0,0.0,6
7prf7k,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.09,4
7psw78,0.0,0.23,0.17,0.07,0.09,0.0,0.12,0.05,0.14,0.13,1
7pv259,0.0,0.0,0.11,0.06,0.08,0.24,0.0,0.42,0.09,0.0,7
7q0igs,0.0,0.17,0.0,0.12,0.0,0.49,0.0,0.2,0.0,0.0,5
7qjtnr,0.0,0.27,0.15,0.0,0.31,0.09,0.18,0.0,0.0,0.0,4
7qxgpe,0.02,0.22,0.21,0.45,0.0,0.0,0.06,0.04,0.0,0.0,3
7r6mgq,0.01,0.01,0.26,0.01,0.01,0.01,0.29,0.15,0.01,0.26,6
7r6o4o,0.0,0.0,0.0,0.79,0.0,0.11,0.0,0.08,0.0,0.0,3
7s1xag,0.0,0.61,0.17,0.14,0.03,0.0,0.0,0.05,0.0,0.0,1
7s4o0r,0.0,0.0,0.54,0.0,0.1,0.0,0.14,0.0,0.0,0.21,2
7sb7bc,0.0,0.0,0.12,0.0,0.08,0.28,0.26,0.0,0.25,0.0,5
7sf6mk,0.0,0.12,0.0,0.0,0.19,0.31,0.0,0.0,0.0,0.37,9
7sjypn,0.0,0.0,0.21,0.0,0.07,0.0,0.11,0.0,0.61,0.0,8
7ssfs8,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,5
7symwy,0.0,0.16,0.05,0.21,0.0,0.0,0.34,0.0,0.12,0.12,6
7syvk4,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.16,0.55,0.0,8
7t0a1h,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.79,0.01,0.01,7
7t0ew8,0.1,0.0,0.0,0.0,0.0,0.31,0.13,0.0,0.0,0.43,9
7t2u2b,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.57,0.01,0.01,7
7tpwi7,0.0,0.0,0.12,0.36,0.51,0.0,0.0,0.0,0.0,0.0,4
7tt9ru,0.0,0.0,0.0,0.19,0.32,0.08,0.25,0.15,0.0,0.0,4
7tx0y1,0.0,0.0,0.34,0.0,0.0,0.16,0.03,0.0,0.19,0.28,2
7u1wfg,0.0,0.2,0.0,0.35,0.22,0.0,0.13,0.0,0.09,0.0,3
7uixdu,0.0,0.71,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.17,1
7uk9f8,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.16,0.0,0.17,2
7uqz9g,0.05,0.26,0.0,0.12,0.0,0.0,0.5,0.05,0.0,0.0,6
7uuve8,0.0,0.0,0.0,0.0,0.37,0.18,0.0,0.0,0.0,0.43,9
7v2unf,0.0,0.55,0.0,0.0,0.05,0.0,0.1,0.0,0.29,0.0,1
7v3s8a,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
7v70gs,0.0,0.39,0.08,0.0,0.0,0.0,0.42,0.0,0.0,0.1,6
7vrm44,0.0,0.16,0.0,0.0,0.08,0.15,0.13,0.0,0.48,0.0,8
7vs8xj,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.34,0.0,3
7vwdhe,0.0,0.22,0.0,0.03,0.14,0.0,0.34,0.0,0.27,0.0,6
7vyfsg,0.03,0.09,0.0,0.13,0.28,0.0,0.0,0.29,0.18,0.0,7
7vzkmr,0.05,0.0,0.33,0.0,0.0,0.0,0.21,0.0,0.0,0.39,9
7w0b4t,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.39,0.01,5
7w1r40,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.27,0.65,9
7w3h98,0.0,0.0,0.0,0.1,0.2,0.67,0.0,0.0,0.0,0.0,5
7w3ian,0.01,0.01,0.08,0.01,0.01,0.01,0.42,0.46,0.01,0.01,7
7w87uf,0.0,0.07,0.2,0.0,0.37,0.0,0.0,0.0,0.25,0.11,4
7wa55i,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
7wgzvj,0.0,0.08,0.28,0.0,0.05,0.0,0.0,0.09,0.0,0.49,9
7wnw28,0.0,0.01,0.18,0.0,0.03,0.0,0.35,0.15,0.28,0.0,6
7wsea8,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.36,0.0,0.0,2
