,t0 really,t1 symptom,t2 hour,t3 cyst,t4 life,t5 weight,t6 flare,t7 help,t8 back,t9 surgery,t10 endometriosis,t11 cramp,t12 lap,t13 bleeding,t14 pill,t15 didn,t16 want,t17 appointment,t18 ultrasound,t19 control,dominant_topic
1vw5bc,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0
1w1kaf,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.11,0.0,0.0,0.13,0.15,0.11,0.0,0.0,0.0,0.0,0.06,0.0,0.07,4
1wevtx,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.26,0.11,0.31,0.0,0.15,0.0,0.0,0.0,0.0,0.09,12
1whgcy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.14,0.0,0.0,0.13,0.0,0.0,0.0,12
1wip99,0.44,0.03,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0
1x612a,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.0,0.35,0.0,0.0,0.0,0.31,0.0,0.0,13
1x8di9,0.21,0.0,0.0,0.0,0.45,0.0,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.17,0.07,0.0,0.0,0.0,0.0,0.0,4
1xdojg,0.04,0.0,0.11,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.26,0.0,0.17,0.09,0.0,0.22,14
1xgxh0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.35,0.0,0.0,0.41,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,11
1xjte7,0.05,0.0,0.09,0.0,0.41,0.0,0.25,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,4
1xuwbi,0.07,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.32,14
1xzb9s,0.0,0.0,0.1,0.0,0.19,0.0,0.03,0.0,0.22,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.03,0.22,0.0,8
1y8tox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.05,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1yo8kd,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.32,0.17,0.0,0.0,0.0,0.0,0.09,0.26,0.0,11
1ys6e6,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.22,0.06,0.0,0.0,0.0,0.5,0.0,0.0,17
1yv2s8,0.12,0.02,0.0,0.0,0.37,0.0,0.04,0.0,0.0,0.1,0.0,0.06,0.07,0.06,0.12,0.0,0.0,0.0,0.0,0.05,4
1yview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.63,0.0,18
1yxm3f,0.0,0.0,0.16,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.16,0.0,0.01,0.18,0.3,0.0,0.02,17
1z1mzm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,17
1zbjnt,0.29,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1zkzmb,0.13,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.21,0.0,0.0,0.07,0.08,0.21,0.0,0.0,0.0,0.13,0.03,9
1zlmi1,0.0,0.0,0.0,0.0,0.17,0.04,0.02,0.03,0.0,0.05,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.15,0.33,0.03,18
1zqh8v,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.01,18
201s7b,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,4
209lru,0.17,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,13
20av02,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
20k7vf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.42,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,10
20qkxl,0.0,0.0,0.0,0.0,0.32,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.37,0.0,18
20t8dj,0.08,0.0,0.08,0.0,0.37,0.0,0.0,0.1,0.05,0.0,0.03,0.16,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.03,4
21aptb,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.08,0.44,0.0,0.07,17
21kv39,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,9
21mbrb,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.04,0.0,17
21o4jf,0.0,0.0,0.07,0.05,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.37,0.03,18
21r8xw,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.14,0.0,16
22wqad,0.0,0.0,0.03,0.11,0.28,0.0,0.0,0.0,0.0,0.13,0.07,0.0,0.21,0.0,0.0,0.0,0.02,0.0,0.16,0.0,4
236zj5,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.19,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
239vu8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.27,0.0,17
23vl5g,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.54,0.28,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2410w5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,17
245ypx,0.0,0.0,0.0,0.0,0.0,0.07,0.25,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,11
24o1c0,0.14,0.0,0.09,0.0,0.28,0.0,0.0,0.01,0.09,0.0,0.02,0.04,0.0,0.17,0.0,0.0,0.0,0.12,0.04,0.0,4
252xb1,0.12,0.0,0.0,0.0,0.08,0.0,0.0,0.09,0.16,0.14,0.18,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,10
255gax,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.29,0.0,0.0,0.11,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
256x63,0.0,0.0,0.06,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.33,0.0,0.0,17
257j38,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.12,0.0,0.46,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
25ekei,0.0,0.0,0.06,0.0,0.31,0.04,0.0,0.14,0.02,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.17,0.16,0.0,0.0,4
25exxr,0.06,0.0,0.0,0.02,0.22,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.09,0.02,0.02,0.0,0.02,0.09,0.28,0.0,18
25klax,0.46,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.03,0.0,0
25lcj1,0.4,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.06,0.0,0.18,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0
25nf8v,0.37,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,16
25revh,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.15,0.18,0.08,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.1,4
260jb7,0.06,0.0,0.0,0.0,0.25,0.0,0.06,0.0,0.07,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.2,0.09,0.01,4
263rga,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.2,0.35,0.04,18
26476i,0.24,0.0,0.17,0.05,0.0,0.01,0.0,0.06,0.12,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,12
26d78v,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.22,0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,17
26hleg,0.0,0.0,0.0,0.0,0.2,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.29,0.19,18
26mt2i,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.12,0.0,0.11,0.36,0.2,0.0,0.0,0.0,0.0,0.0,0.14,0.0,11
26o6z3,0.3,0.09,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26p2qd,0.11,0.0,0.17,0.15,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.34,0.0,0.0,17
26pn4n,0.28,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.06,0.0,0.0,0.3,0.0,0.05,0.0,0.0,0.17,0.0,0.0,0.0,11
26rw4e,0.0,0.0,0.21,0.05,0.21,0.0,0.0,0.0,0.02,0.09,0.04,0.0,0.1,0.13,0.06,0.0,0.0,0.0,0.08,0.0,2
26tyl8,0.0,0.0,0.02,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.18,0.0,0.0,0.0,0.08,0.15,0.0,0.04,4
26uc4e,0.0,0.0,0.07,0.04,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.07,13
274sve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
27ae1w,0.3,0.0,0.0,0.0,0.25,0.0,0.0,0.13,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0
27baj2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.18,0.33,0.0,0.0,0.0,0.03,0.0,0.0,0.32,0.0,0.0,10
27hze5,0.0,0.0,0.0,0.07,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,18
27luoa,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.08,0.0,0.0,0.05,0.0,0.22,0.09,0.04,0.0,0.0,0.12,0.0,0.0,4
27umlo,0.0,0.0,0.0,0.04,0.19,0.0,0.0,0.0,0.0,0.12,0.2,0.04,0.06,0.0,0.05,0.0,0.0,0.16,0.11,0.04,10
27unv4,0.09,0.0,0.0,0.0,0.51,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.02,4
27wzvh,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.11,0.33,0.0,0.13,17
28o66u,0.0,0.0,0.07,0.0,0.3,0.0,0.0,0.0,0.26,0.05,0.0,0.08,0.16,0.0,0.02,0.0,0.0,0.0,0.04,0.02,4
28oy9h,0.0,0.0,0.16,0.0,0.45,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.27,0.0,0.0,4
28uq7f,0.43,0.0,0.03,0.01,0.29,0.02,0.0,0.0,0.06,0.01,0.11,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0
28v9dr,0.11,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.18,0.04,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.11,14
28xn1n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.03,0.0,0.25,0.0,0.0,0.0,0.0,0.39,0.18,0.0,17
2910jx,0.0,0.0,0.08,0.0,0.34,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,4
2941wk,0.09,0.05,0.0,0.06,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.54,0.05,18
29plst,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.11,0.07,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.12,0.28,0.0,18
29rni7,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.37,0.0,0.0,0.0,0.0,0.0,14
29uf5g,0.0,0.0,0.1,0.11,0.26,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,4
29wp4s,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,11
29ztdy,0.0,0.0,0.0,0.07,0.13,0.0,0.06,0.0,0.07,0.03,0.0,0.0,0.05,0.0,0.38,0.0,0.0,0.0,0.15,0.03,14
2a03xk,0.0,0.0,0.0,0.07,0.13,0.0,0.06,0.0,0.07,0.03,0.0,0.0,0.05,0.0,0.38,0.0,0.0,0.0,0.15,0.03,14
2a3ltn,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
2a41bx,0.0,0.0,0.0,0.0,0.13,0.0,0.04,0.34,0.0,0.0,0.16,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.12,7
2a8by8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.3,0.0,0.0,0.17,0.0,0.0,0.26,0.0,0.2,11
2a97o2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.33,0.0,0.0,0.0,0.31,0.2,0.0,0.0,12
2adqiy,0.0,0.0,0.0,0.0,0.33,0.02,0.0,0.04,0.0,0.0,0.05,0.0,0.0,0.02,0.15,0.0,0.08,0.17,0.11,0.02,4
2antap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.44,0.0,0.0,0.0,0.31,0.0,0.0,0.0,12
2apfzx,0.0,0.04,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.08,0.0,0.1,0.0,0.15,0.14,0.14,0.05,4
2apmoa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
2ash5g,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.04,0.0,0.27,0.0,18
2av66v,0.0,0.02,0.05,0.0,0.17,0.01,0.0,0.0,0.03,0.07,0.07,0.09,0.01,0.0,0.09,0.0,0.11,0.11,0.19,0.0,18
2avgtx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.64,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,10
2b3mn6,0.0,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.38,0.0,0.0,0.0,0.0,0.5,0.0,0.0,17
2b7lru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.06,0.56,0.0,0.0,0.0,0.0,0.0,0.09,0.0,12
2bew4v,0.27,0.0,0.22,0.0,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.03,0
2bjmh0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2bsuyf,0.17,0.02,0.03,0.11,0.2,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.11,0.0,0.13,0.0,4
2but6j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.56,0.0,0.26,0.0,0.0,0.0,0.0,0.0,12
2c7j0m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,7
2cfokv,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.0,0.19,0.0,0.18,0.0,0.07,0.0,0.0,0.0,0.13,0.0,0.17,0.0,8
2ch7c9,0.38,0.1,0.0,0.0,0.17,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2cjirv,0.26,0.05,0.0,0.0,0.21,0.0,0.0,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0
2cryc2,0.0,0.0,0.0,0.0,0.22,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.35,0.0,0.0,17
2crzgd,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.24,0.15,0.0,0.0,0.0,0.23,0.0,0.08,0.0,0.19,0.0,0.0,0.0,7
2ctr1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,11
2d2zts,0.31,0.0,0.07,0.03,0.28,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0
2d6540,0.38,0.09,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0
2d7tc7,0.04,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.42,0.0,0.0,17
2dca2i,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.07,0.03,0.0,0.0,0.16,0.03,0.24,0.0,11
2dfcl1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.32,0.0,0.0,0.16,0.15,0.0,0.07,0.0,0.0,0.16,0.0,0.0,8
2dwzrn,0.0,0.05,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,11
2e22ku,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.11,0.29,0.0,12
2e3col,0.28,0.0,0.14,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2e5m55,0.67,0.04,0.0,0.03,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
2e5zo1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.56,0.0,0.14,0.0,0.0,0.0,0.0,0.0,12
2e63mj,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2e73kh,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2e740g,0.19,0.03,0.0,0.0,0.2,0.0,0.0,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,14
2e75sq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.17,11
2e7nv8,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.23,0.08,17
2eb1p2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.53,0.0,0.0,17
2ee07g,0.0,0.0,0.05,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.04,0.0,0.0,0.0,0.14,0.0,0.0,12
2en5w2,0.0,0.0,0.1,0.05,0.24,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.13,0.0,0.04,12
2eqb9h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2f812b,0.0,0.05,0.0,0.0,0.29,0.07,0.0,0.0,0.09,0.0,0.0,0.0,0.32,0.0,0.12,0.0,0.0,0.05,0.0,0.0,12
2f8byv,0.0,0.0,0.31,0.0,0.56,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4
2fc2je,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,10
2ffws1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.12,0.0,0.0,0.25,0.0,0.11,0.0,11
2fia9z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.74,0.14,0.0,0.0,0.0,0.0,0.0,0.0,12
2flmwo,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2g4pzz,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.25,0.12,0.05,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,11
2gas86,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.16,0.07,0.0,0.0,0.29,0.0,0.0,12
2gcxj0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.37,0.0,0.16,0.0,0.0,0.0,0.0,0.36,0.0,11
2gh0to,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.3,0.0,0.0,14
2giqci,0.21,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.15,0.0,0.0,0.0,0.18,0.0,0.0,0.06,11
2gmsep,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.42,0.04,18
2goeaw,0.26,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.06,0.14,0.15,0.0,0.05,0.06,0.02,0.0,0
2h4dl3,0.05,0.12,0.0,0.0,0.39,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,4
2h7kf5,0.0,0.0,0.0,0.3,0.0,0.08,0.0,0.06,0.0,0.12,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2h9zy8,0.0,0.06,0.0,0.46,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3
2hegnw,0.11,0.0,0.04,0.04,0.0,0.01,0.0,0.03,0.04,0.0,0.0,0.28,0.0,0.08,0.05,0.0,0.0,0.0,0.28,0.05,11
2hlof8,0.0,0.0,0.18,0.0,0.2,0.0,0.11,0.11,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,8
2hrkrj,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.34,0.0,0.0,0.11,0.0,0.0,4
2i9tar,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2iazjm,0.16,0.0,0.05,0.04,0.04,0.0,0.0,0.0,0.02,0.0,0.13,0.07,0.15,0.0,0.05,0.0,0.0,0.02,0.23,0.02,18
2ideai,0.26,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.07,0.0,2
2if0y3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.62,0.0,0.0,17
2illf4,0.0,0.0,0.05,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.06,0.06,0.0,0.27,0.0,0.0,0.0,4
2ipua1,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04,11
2iwtx5,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.05,0.0,0.0,0.24,0.0,0.1,4
2j97yx,0.09,0.0,0.05,0.0,0.23,0.02,0.02,0.0,0.06,0.07,0.02,0.0,0.0,0.08,0.11,0.0,0.03,0.0,0.18,0.04,4
2jdnt3,0.24,0.0,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.0,0.1,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.07,4
2jf534,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,13
2jkrg4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.45,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,8
