,t0 control,t1 bowel,t2 amp,t3 surgery,t4 got,t5 symptom,t6 back,t7 symptom,t8 want,t9 surgery,dominant_topic
jahqvn,0.01,0.01,0.12,0.56,0.01,0.01,0.01,0.01,0.28,0.01,3
jahvqz,0.0,0.0,0.0,0.0,0.0,0.07,0.65,0.0,0.13,0.13,6
jajtrh,0.0,0.0,0.0,0.06,0.07,0.05,0.0,0.74,0.0,0.07,7
jak488,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,0.02,5
jaki4s,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.7,0.01,8
jalp1w,0.33,0.03,0.25,0.03,0.03,0.03,0.03,0.03,0.24,0.03,0
jals1r,0.0,0.0,0.0,0.08,0.2,0.0,0.69,0.0,0.0,0.0,6
jang1i,0.0,0.04,0.0,0.29,0.0,0.0,0.0,0.3,0.0,0.37,9
jaol8a,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.09,0.01,0.48,9
jaor46,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.3,0.0,2
jaov6l,0.48,0.32,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
japr3f,0.0,0.0,0.28,0.07,0.63,0.0,0.0,0.0,0.0,0.0,4
jaqhs9,0.0,0.13,0.0,0.09,0.76,0.0,0.0,0.0,0.0,0.0,4
jaqus6,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2
jas37c,0.0,0.0,0.0,0.0,0.36,0.3,0.0,0.0,0.32,0.0,4
jasadw,0.05,0.0,0.23,0.0,0.42,0.0,0.0,0.0,0.18,0.1,4
jatk60,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.58,0.23,0.0,7
jauhy8,0.0,0.14,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.54,9
javeq2,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.39,0.01,0.01,2
javwfz,0.0,0.0,0.0,0.0,0.14,0.14,0.05,0.6,0.07,0.0,7
javxqe,0.07,0.05,0.0,0.26,0.48,0.0,0.0,0.0,0.15,0.0,4
jaw6q6,0.25,0.04,0.09,0.0,0.0,0.0,0.0,0.3,0.3,0.0,7
jawihk,0.27,0.11,0.0,0.0,0.12,0.0,0.34,0.0,0.14,0.0,6
jax98d,0.0,0.59,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1
jay3iu,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,8
jay7sn,0.01,0.01,0.01,0.37,0.01,0.23,0.01,0.35,0.01,0.01,3
jayge8,0.0,0.27,0.0,0.0,0.33,0.0,0.0,0.28,0.0,0.12,4
jb0om7,0.0,0.0,0.2,0.78,0.0,0.0,0.0,0.0,0.0,0.0,3
jb10oe,0.0,0.0,0.07,0.33,0.0,0.0,0.0,0.39,0.21,0.0,7
jb1akg,0.42,0.0,0.19,0.0,0.0,0.06,0.0,0.12,0.14,0.06,0
jb2elg,0.05,0.07,0.05,0.0,0.11,0.0,0.0,0.26,0.0,0.45,9
jb2p2z,0.0,0.18,0.0,0.27,0.0,0.0,0.32,0.22,0.0,0.0,6
jb3vwf,0.0,0.0,0.78,0.0,0.0,0.07,0.08,0.0,0.0,0.07,2
jb4cc1,0.01,0.01,0.54,0.01,0.12,0.27,0.01,0.01,0.01,0.01,2
jb4d1y,0.0,0.0,0.0,0.4,0.14,0.0,0.0,0.0,0.0,0.44,9
jb4rnj,0.02,0.05,0.07,0.0,0.12,0.09,0.0,0.52,0.12,0.0,7
jb5bd8,0.46,0.0,0.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0
jbd1z4,0.04,0.0,0.11,0.0,0.09,0.0,0.0,0.0,0.76,0.0,8
jbde76,0.24,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.09,0.14,4
jbdyc4,0.43,0.0,0.0,0.38,0.0,0.0,0.15,0.0,0.0,0.0,0
jbeezs,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.38,0.5,9
jbf1b7,0.03,0.0,0.08,0.0,0.43,0.16,0.0,0.0,0.13,0.17,4
jbfa8i,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.31,0.01,0.01,6
jbkfru,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.74,0.0,8
jbkv57,0.49,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jbl208,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.31,3
jbn8co,0.0,0.0,0.0,0.13,0.0,0.22,0.0,0.0,0.0,0.63,9
jbnk3m,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
jbntyg,0.0,0.06,0.0,0.0,0.0,0.0,0.17,0.0,0.75,0.0,8
jboj7j,0.01,0.01,0.12,0.3,0.01,0.54,0.01,0.01,0.01,0.01,5
jbr7y9,0.0,0.0,0.24,0.41,0.32,0.0,0.0,0.0,0.0,0.0,3
jbu02o,0.0,0.32,0.0,0.0,0.31,0.28,0.0,0.0,0.0,0.07,1
jbuong,0.54,0.02,0.02,0.33,0.02,0.02,0.02,0.02,0.02,0.02,0
jbvlua,0.4,0.03,0.0,0.22,0.33,0.0,0.0,0.0,0.0,0.0,0
jbx2l7,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.37,0.37,8
jbx782,0.0,0.25,0.0,0.0,0.0,0.0,0.34,0.16,0.23,0.0,6
jbyp66,0.4,0.06,0.0,0.0,0.15,0.0,0.14,0.05,0.2,0.0,0
jbyv10,0.29,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.25,4
jbz25i,0.03,0.0,0.14,0.16,0.0,0.0,0.27,0.25,0.0,0.13,6
jc1lse,0.0,0.0,0.0,0.59,0.0,0.04,0.0,0.0,0.0,0.35,3
jc23v4,0.12,0.0,0.07,0.0,0.28,0.09,0.04,0.0,0.3,0.1,8
jc2asb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.46,7
jc2y2h,0.22,0.0,0.0,0.0,0.44,0.01,0.0,0.02,0.3,0.0,4
jc5r23,0.01,0.19,0.22,0.01,0.52,0.01,0.01,0.01,0.01,0.01,4
jc612a,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.93,0.0,8
jc62ah,0.01,0.47,0.01,0.01,0.01,0.01,0.44,0.01,0.01,0.01,1
jc8e6e,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,8
jc8xig,0.0,0.43,0.0,0.0,0.0,0.0,0.23,0.0,0.32,0.0,1
jc9ekv,0.26,0.0,0.0,0.0,0.0,0.13,0.1,0.2,0.21,0.09,0
jc9pwm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.33,0.43,9
jcabkh,0.15,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.12,0.14,3
jcbnj7,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.46,0.0,0.24,7
jcbo2q,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
jccm7m,0.01,0.51,0.01,0.01,0.01,0.21,0.01,0.01,0.25,0.01,1
jcczqn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.22,8
jcdh8y,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.77,9
jceh6h,0.01,0.01,0.01,0.33,0.01,0.01,0.63,0.01,0.01,0.01,6
jcfn56,0.01,0.01,0.01,0.43,0.01,0.24,0.01,0.01,0.29,0.01,3
jcgdbb,0.0,0.2,0.0,0.26,0.0,0.0,0.0,0.5,0.0,0.0,7
jcghxh,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.28,0.2,8
jchg7p,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.28,8
jciy0a,0.0,0.0,0.0,0.36,0.34,0.0,0.0,0.0,0.0,0.28,3
jcizcw,0.34,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.4,0.0,8
jcjan2,0.01,0.01,0.11,0.01,0.11,0.72,0.01,0.01,0.01,0.01,5
jcjoic,0.52,0.02,0.0,0.3,0.0,0.0,0.09,0.0,0.0,0.06,0
jckote,0.0,0.0,0.06,0.0,0.2,0.07,0.0,0.07,0.59,0.0,8
jcm843,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.38,0.0,0.0,6
jcmbmf,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.37,0.01,6
jcme8y,0.32,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,3
jcnbt6,0.0,0.0,0.0,0.18,0.51,0.0,0.0,0.0,0.0,0.29,4
jcoc00,0.1,0.08,0.0,0.0,0.0,0.0,0.31,0.0,0.27,0.23,6
jcoe1u,0.0,0.47,0.0,0.0,0.28,0.0,0.14,0.0,0.0,0.09,1
jcoo86,0.01,0.25,0.01,0.65,0.01,0.01,0.01,0.01,0.01,0.01,3
jcpbu6,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.17,0.45,9
jcpg03,0.0,0.0,0.0,0.34,0.65,0.0,0.0,0.0,0.0,0.0,4
jcuj7w,0.42,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.17,0.0,0
jcxjzh,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.33,0.41,9
jcz0gq,0.01,0.01,0.09,0.29,0.31,0.01,0.01,0.01,0.27,0.01,4
jczxrc,0.0,0.17,0.0,0.3,0.0,0.0,0.53,0.0,0.0,0.0,6
jd3arm,0.01,0.01,0.49,0.01,0.01,0.39,0.01,0.01,0.01,0.01,2
jd3ozf,0.0,0.0,0.0,0.18,0.0,0.0,0.69,0.0,0.1,0.0,6
jd5aco,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.41,0.25,0.0,7
jd6adm,0.03,0.0,0.02,0.0,0.12,0.0,0.16,0.0,0.57,0.09,8
jd77sw,0.0,0.0,0.09,0.0,0.29,0.07,0.0,0.19,0.12,0.24,4
jd7j4n,0.0,0.47,0.0,0.0,0.0,0.08,0.0,0.37,0.0,0.07,1
jd7rym,0.0,0.0,0.0,0.11,0.43,0.2,0.25,0.0,0.0,0.0,4
jd7wou,0.03,0.03,0.03,0.03,0.35,0.03,0.38,0.03,0.03,0.03,6
jd8xv1,0.26,0.0,0.0,0.0,0.47,0.1,0.0,0.0,0.0,0.16,4
jd9v8c,0.01,0.01,0.01,0.21,0.01,0.2,0.01,0.01,0.55,0.01,8
jdc29c,0.1,0.0,0.0,0.15,0.42,0.13,0.0,0.0,0.1,0.08,4
jdc9qk,0.0,0.19,0.09,0.0,0.11,0.13,0.1,0.14,0.09,0.15,1
jdcsny,0.06,0.0,0.0,0.14,0.39,0.0,0.4,0.0,0.0,0.0,6
jdcu3r,0.0,0.22,0.0,0.0,0.31,0.0,0.0,0.0,0.45,0.0,8
jdfvg8,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.06,0.38,0.18,8
jdhywq,0.0,0.0,0.0,0.18,0.12,0.09,0.0,0.0,0.6,0.0,8
jdjfh5,0.0,0.0,0.39,0.0,0.0,0.1,0.0,0.0,0.49,0.0,8
jdjpwm,0.0,0.0,0.0,0.42,0.0,0.55,0.0,0.0,0.0,0.0,5
jdlrlm,0.01,0.01,0.01,0.01,0.45,0.1,0.01,0.01,0.41,0.01,4
jdo6tq,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.44,6
jdpok1,0.0,0.41,0.0,0.0,0.0,0.0,0.17,0.04,0.36,0.0,1
jdqudy,0.0,0.13,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.49,9
jdr47u,0.27,0.16,0.0,0.0,0.0,0.0,0.36,0.0,0.19,0.0,6
jdrnzf,0.0,0.3,0.04,0.0,0.09,0.0,0.38,0.19,0.0,0.0,6
jdsmmk,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.2,0.0,0.7,9
jdtvm2,0.0,0.3,0.12,0.0,0.0,0.05,0.0,0.0,0.52,0.0,8
jdtyaa,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.09,0.17,0.26,5
jdufz1,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.34,0.0,0.05,4
jdvoir,0.0,0.19,0.0,0.12,0.27,0.0,0.0,0.13,0.0,0.28,9
jdw1zm,0.01,0.01,0.01,0.01,0.01,0.31,0.22,0.01,0.39,0.01,8
jdwf5t,0.12,0.02,0.0,0.0,0.24,0.0,0.0,0.13,0.42,0.07,8
jdyqmp,0.0,0.0,0.75,0.22,0.0,0.0,0.0,0.0,0.0,0.0,2
jdyr8y,0.0,0.19,0.0,0.13,0.28,0.0,0.0,0.13,0.0,0.27,4
je2z0j,0.01,0.01,0.67,0.01,0.01,0.01,0.01,0.28,0.01,0.01,2
jeonqd,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.26,0.0,3
jepl6x,0.74,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.05,0.0,0
jepzu7,0.57,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.09,0.0,0
jeq1my,0.22,0.01,0.14,0.27,0.01,0.01,0.3,0.01,0.01,0.01,6
jeq385,0.61,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0
jeqyzf,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.32,0.24,0.39,9
jerq6r,0.45,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.27,0.01,0
jes3im,0.01,0.01,0.58,0.01,0.26,0.01,0.01,0.01,0.01,0.11,2
jeskrm,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.08,0.01,0.39,3
jet060,0.0,0.0,0.21,0.0,0.5,0.0,0.0,0.0,0.15,0.14,4
jeu0ox,0.01,0.39,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,6
jeu2ha,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,3
jeu7ed,0.02,0.15,0.0,0.0,0.58,0.0,0.24,0.0,0.0,0.0,4
jev8ol,0.0,0.0,0.16,0.17,0.1,0.0,0.0,0.43,0.0,0.13,7
jevo2u,0.02,0.26,0.58,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
jevrk0,0.0,0.0,0.0,0.07,0.73,0.07,0.0,0.0,0.12,0.0,4
jexyny,0.0,0.0,0.0,0.0,0.32,0.07,0.0,0.0,0.01,0.59,9
jeysff,0.01,0.01,0.01,0.71,0.01,0.01,0.01,0.01,0.01,0.24,3
jezvfc,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.81,0.01,8
jezxni,0.0,0.0,0.16,0.31,0.17,0.0,0.0,0.31,0.0,0.05,3
jf02fl,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,0.01,0.01,4
jf0inz,0.0,0.0,0.08,0.0,0.0,0.55,0.0,0.0,0.16,0.19,5
jf1dr0,0.03,0.52,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
jf3hd1,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.17,0.24,0.28,9
jf48f0,0.0,0.03,0.0,0.13,0.0,0.08,0.0,0.17,0.0,0.59,9
jf4xi5,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,9
jf79of,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,3
jf7swt,0.0,0.0,0.0,0.58,0.0,0.13,0.0,0.0,0.26,0.0,3
jf84rd,0.02,0.02,0.02,0.02,0.02,0.02,0.85,0.02,0.02,0.02,6
jf8d7h,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.32,0.0,3
jf9hjw,0.0,0.0,0.1,0.24,0.0,0.0,0.0,0.08,0.0,0.57,9
jfakb3,0.0,0.0,0.23,0.0,0.0,0.0,0.69,0.0,0.06,0.0,6
jfbvm5,0.0,0.12,0.11,0.47,0.25,0.0,0.04,0.0,0.0,0.0,3
jfcl7h,0.0,0.0,0.08,0.54,0.2,0.0,0.0,0.0,0.16,0.0,3
jfdj7p,0.31,0.02,0.11,0.0,0.0,0.16,0.0,0.05,0.35,0.0,8
jfdnfl,0.0,0.12,0.0,0.0,0.0,0.0,0.38,0.0,0.32,0.16,6
jfdsv9,0.0,0.16,0.0,0.0,0.0,0.0,0.29,0.12,0.23,0.2,6
jfdtbp,0.23,0.09,0.0,0.03,0.09,0.0,0.0,0.56,0.0,0.0,7
jfe0u7,0.19,0.01,0.0,0.04,0.29,0.06,0.0,0.13,0.0,0.28,4
jfgqxr,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,0.56,0.28,8
jfh2ru,0.0,0.0,0.07,0.0,0.0,0.05,0.19,0.36,0.32,0.0,7
jfhy4p,0.0,0.18,0.0,0.0,0.0,0.0,0.41,0.0,0.2,0.2,6
jfiad1,0.02,0.11,0.0,0.0,0.62,0.0,0.08,0.08,0.08,0.0,4
jfir4a,0.0,0.0,0.0,0.1,0.47,0.0,0.0,0.0,0.41,0.0,4
jfkvxx,0.0,0.0,0.0,0.3,0.61,0.0,0.0,0.0,0.0,0.07,4
jflvlj,0.0,0.13,0.0,0.0,0.0,0.0,0.51,0.0,0.18,0.16,6
jflvmr,0.29,0.0,0.0,0.16,0.13,0.0,0.08,0.0,0.17,0.17,0
jfmwl6,0.0,0.0,0.0,0.5,0.0,0.12,0.07,0.0,0.0,0.29,3
jfnkn7,0.0,0.28,0.0,0.0,0.0,0.53,0.0,0.16,0.0,0.0,5
jfnzoc,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
jfo0i2,0.01,0.01,0.01,0.23,0.73,0.01,0.01,0.01,0.01,0.01,4
jfo6p2,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.32,0.11,0.33,9
jfp0bk,0.0,0.07,0.0,0.0,0.0,0.06,0.14,0.0,0.47,0.25,8
jfq712,0.0,0.1,0.0,0.0,0.14,0.0,0.0,0.0,0.74,0.0,8
jfq8ne,0.0,0.09,0.0,0.15,0.57,0.0,0.0,0.0,0.0,0.18,4
jfr7eb,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,8
jfsnso,0.59,0.0,0.0,0.0,0.17,0.08,0.13,0.0,0.02,0.0,0
jfumfq,0.0,0.0,0.0,0.0,0.0,0.03,0.25,0.47,0.15,0.09,7
jfwid2,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.43,3
jfzkti,0.06,0.2,0.0,0.0,0.14,0.14,0.09,0.0,0.38,0.0,8
jg0ppg,0.5,0.0,0.0,0.0,0.29,0.0,0.0,0.07,0.13,0.0,0
jg130p,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.79,0.01,8
jg160u,0.54,0.01,0.18,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0
jg17yb,0.37,0.18,0.0,0.15,0.0,0.0,0.0,0.12,0.18,0.0,0
jg2wf1,0.25,0.36,0.0,0.0,0.0,0.0,0.05,0.0,0.32,0.0,1
jg37b8,0.63,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0
jg3lfx,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.28,0.0,2
jg3t5y,0.01,0.27,0.01,0.18,0.01,0.01,0.01,0.01,0.49,0.01,8
jg4fr5,0.0,0.21,0.0,0.0,0.0,0.19,0.34,0.0,0.24,0.0,6
jg4k3t,0.0,0.0,0.06,0.25,0.18,0.0,0.05,0.0,0.46,0.0,8
jg4tj1,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.01,6
jg6b40,0.07,0.0,0.0,0.0,0.21,0.13,0.11,0.0,0.47,0.0,8
jg6ozv,0.0,0.19,0.04,0.0,0.07,0.03,0.14,0.3,0.1,0.12,7
jg7lzn,0.0,0.0,0.22,0.0,0.0,0.1,0.51,0.14,0.0,0.0,6
jg9ng7,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.63,0.01,8
jg9yys,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
jga6ja,0.01,0.01,0.32,0.22,0.01,0.01,0.01,0.31,0.01,0.11,2
jgabrv,0.0,0.0,0.0,0.48,0.4,0.0,0.09,0.0,0.0,0.0,3
jgangc,0.02,0.02,0.02,0.02,0.26,0.02,0.02,0.02,0.02,0.58,9
jgbx44,0.51,0.11,0.0,0.0,0.25,0.0,0.0,0.12,0.0,0.0,0
jgd34f,0.0,0.0,0.0,0.14,0.0,0.0,0.34,0.0,0.49,0.0,8
jgd7tq,0.0,0.0,0.13,0.48,0.21,0.0,0.0,0.0,0.0,0.17,3
jgd8t3,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,6
jgdak9,0.35,0.0,0.0,0.0,0.37,0.0,0.0,0.14,0.12,0.0,4
jgdvh1,0.01,0.01,0.01,0.01,0.01,0.01,0.71,0.01,0.01,0.2,6
jges9i,0.01,0.01,0.12,0.63,0.01,0.21,0.01,0.01,0.01,0.01,3
jgf3zj,0.0,0.09,0.18,0.0,0.28,0.0,0.23,0.0,0.0,0.23,4
jgf7ns,0.0,0.22,0.0,0.39,0.0,0.0,0.0,0.36,0.0,0.0,3
jgf9ou,0.01,0.35,0.01,0.01,0.01,0.19,0.01,0.41,0.01,0.01,7
jgjlie,0.18,0.0,0.04,0.15,0.18,0.0,0.04,0.23,0.18,0.0,7
jgltcr,0.0,0.0,0.0,0.0,0.28,0.0,0.32,0.0,0.0,0.38,9
jgmhot,0.0,0.04,0.11,0.0,0.05,0.23,0.0,0.0,0.53,0.03,8
jgmvnc,0.39,0.0,0.0,0.0,0.09,0.45,0.06,0.0,0.0,0.0,5
jgmwk6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.34,0.11,4
jgnmri,0.11,0.01,0.01,0.01,0.01,0.01,0.36,0.48,0.01,0.01,7
jgok5s,0.02,0.58,0.02,0.29,0.02,0.02,0.02,0.02,0.02,0.02,1
jgowst,0.2,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.09,4
jgoxtq,0.12,0.0,0.19,0.0,0.0,0.0,0.15,0.0,0.0,0.52,9
jgpapw,0.01,0.01,0.38,0.01,0.46,0.01,0.12,0.01,0.01,0.01,4
jgprff,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02,6
jgq0ri,0.0,0.3,0.0,0.0,0.28,0.0,0.0,0.0,0.39,0.0,8
jgqrip,0.1,0.0,0.04,0.15,0.41,0.02,0.01,0.2,0.0,0.06,4
jgr1ev,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.4,0.39,8
jgtcwb,0.0,0.0,0.0,0.33,0.0,0.4,0.0,0.0,0.26,0.0,5
jgtojd,0.0,0.0,0.16,0.0,0.54,0.0,0.0,0.0,0.29,0.0,4
jgtzjp,0.22,0.08,0.0,0.0,0.0,0.0,0.24,0.0,0.44,0.0,8
jgv1mp,0.0,0.0,0.15,0.0,0.29,0.0,0.0,0.0,0.0,0.53,9
jgva78,0.37,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.28,0.0,0
jgvywt,0.21,0.0,0.01,0.48,0.14,0.0,0.0,0.0,0.16,0.0,3
jgzoxe,0.18,0.01,0.22,0.4,0.12,0.01,0.01,0.01,0.01,0.01,3
jh0v11,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.48,0.16,8
jh2a77,0.18,0.0,0.0,0.0,0.32,0.0,0.0,0.47,0.0,0.0,7
jh5fvw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.18,0.27,7
jhcqa6,0.83,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0
jhf0zn,0.0,0.0,0.0,0.0,0.43,0.0,0.12,0.15,0.2,0.1,4
jhffdy,0.0,0.0,0.21,0.55,0.13,0.0,0.0,0.08,0.0,0.0,3
jhfxrc,0.5,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0
jhg2ka,0.0,0.0,0.11,0.35,0.4,0.0,0.0,0.0,0.0,0.12,4
jhge1j,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.27,0.01,0.01,6
jhh3sg,0.0,0.0,0.0,0.0,0.0,0.25,0.49,0.25,0.0,0.0,6
jhhykj,0.0,0.0,0.0,0.26,0.11,0.0,0.0,0.0,0.21,0.4,9
jhi8a9,0.0,0.25,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.38,9
jhjqqs,0.74,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0
jhkxar,0.0,0.21,0.12,0.0,0.0,0.0,0.12,0.32,0.22,0.0,7
jhlsg6,0.08,0.09,0.0,0.0,0.0,0.0,0.08,0.39,0.0,0.35,7
jhmdiy,0.0,0.13,0.0,0.0,0.37,0.0,0.18,0.0,0.0,0.3,4
jhmxko,0.0,0.0,0.15,0.0,0.0,0.0,0.09,0.69,0.0,0.05,7
jhnxb6,0.15,0.0,0.11,0.1,0.0,0.08,0.0,0.0,0.19,0.37,9
jhoa6c,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,3
jholyh,0.0,0.0,0.09,0.1,0.0,0.49,0.0,0.0,0.3,0.0,5
jhozt2,0.0,0.11,0.05,0.0,0.34,0.0,0.2,0.3,0.0,0.0,4
jhsd7i,0.11,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.24,0.01,4
jht8r3,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.4,0.51,0.0,8
jhve6t,0.33,0.0,0.14,0.0,0.0,0.0,0.0,0.28,0.22,0.0,0
jhwna2,0.21,0.0,0.0,0.15,0.0,0.21,0.0,0.0,0.0,0.42,9
jhxlex,0.04,0.1,0.02,0.0,0.31,0.05,0.29,0.05,0.0,0.14,4
jhzm3y,0.3,0.0,0.0,0.16,0.11,0.0,0.0,0.0,0.25,0.17,0
jhzsan,0.01,0.01,0.01,0.01,0.01,0.1,0.01,0.01,0.84,0.01,8
ji2p3r,0.0,0.1,0.0,0.0,0.37,0.13,0.0,0.0,0.11,0.28,4
ji2sav,0.28,0.0,0.0,0.1,0.0,0.0,0.26,0.24,0.12,0.0,0
ji3hjm,0.01,0.38,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.28,1
ji3kx5,0.0,0.0,0.02,0.0,0.07,0.0,0.06,0.14,0.42,0.28,8
ji4vtw,0.01,0.01,0.01,0.01,0.01,0.2,0.48,0.01,0.01,0.26,6
ji4wnw,0.0,0.0,0.0,0.05,0.38,0.0,0.17,0.34,0.0,0.05,4
ji5o4a,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.54,0.01,8
ji7i5d,0.0,0.0,0.07,0.36,0.4,0.0,0.0,0.15,0.0,0.0,4
ji8p6f,0.0,0.0,0.28,0.3,0.2,0.0,0.0,0.0,0.19,0.0,3
ji914n,0.0,0.0,0.0,0.08,0.0,0.0,0.17,0.31,0.2,0.23,7
jibu8t,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,0.01,6
jifjxb,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.3,7
jigd4c,0.0,0.0,0.0,0.0,0.0,0.1,0.55,0.0,0.0,0.33,6
jigvu3,0.03,0.17,0.0,0.0,0.51,0.0,0.0,0.0,0.29,0.0,4
jii7zq,0.0,0.31,0.0,0.0,0.14,0.0,0.22,0.14,0.19,0.0,1
jiitvy,0.0,0.39,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,4
jik1y7,0.0,0.0,0.0,0.0,0.34,0.32,0.0,0.05,0.0,0.28,4
