,t0 cyst,t1 get,t2 help,t3 symptom,t4 control,t5 eat,t6 pelvic,t7 sex,t8 iud,t9 back,t10 surgery,t11 endometriosis,t12 amp,t13 flare,t14 nausea,t15 like,t16 nt,t17 period,t18 appointment,t19 doctor,dominant_topic
1xgxh0,0.0,0.0,0.0,0.28,0.0,0.0,0.17,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.34,0.0,0.0,17
1xjte7,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.31,0.07,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.07,0.0,9
1xuwbi,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
1xzb9s,0.0,0.0,0.0,0.06,0.0,0.01,0.05,0.04,0.0,0.35,0.0,0.0,0.0,0.0,0.03,0.17,0.16,0.12,0.0,0.0,9
1y8tox,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.31,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,9
1yo8kd,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,7
1ys6e6,0.0,0.0,0.0,0.2,0.0,0.0,0.03,0.06,0.0,0.0,0.07,0.08,0.0,0.0,0.0,0.07,0.19,0.03,0.07,0.2,3
1yv2s8,0.02,0.0,0.0,0.05,0.19,0.03,0.0,0.05,0.16,0.0,0.02,0.0,0.0,0.0,0.03,0.06,0.17,0.14,0.0,0.09,4
1yview,0.05,0.0,0.0,0.25,0.41,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,4
1yxm3f,0.0,0.0,0.12,0.0,0.02,0.0,0.01,0.01,0.0,0.12,0.0,0.02,0.0,0.0,0.0,0.35,0.14,0.12,0.0,0.09,15
1z1mzm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.14,0.0,0.0,0.0,0.36,0.0,0.0,0.0,11
1zbjnt,0.0,0.0,0.0,0.0,0.15,0.0,0.03,0.0,0.06,0.0,0.14,0.12,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,16
1zkzmb,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.51,0.16,0.18,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,8
1zlmi1,0.07,0.0,0.07,0.19,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.16,4
1zqh8v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
201s7b,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,16
209lru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.2,0.2,0.0,0.14,15
20av02,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
20k7vf,0.21,0.0,0.09,0.16,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
20qkxl,0.07,0.0,0.0,0.0,0.12,0.02,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.1,0.0,17
20t8dj,0.0,0.0,0.0,0.0,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.41,0.22,0.14,0.0,0.0,15
21aptb,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.17,16
21kv39,0.01,0.01,0.01,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
21mbrb,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.27,16
21o4jf,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06,0.27,0.08,0.04,0.13,9
21r8xw,0.0,0.0,0.29,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.0,0.33,0.0,0.0,0.0,16
22wqad,0.23,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.24,0.09,0.03,0.03,0.0,0.0,0.0,0.25,0.0,0.0,0.02,16
236zj5,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,4
239vu8,0.04,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.31,0.32,19
23vl5g,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.39,0.07,0.0,0.0,0.0,2
2410w5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.65,19
245ypx,0.0,0.0,0.18,0.44,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.0,3
24o1c0,0.0,0.0,0.07,0.01,0.0,0.02,0.0,0.0,0.0,0.2,0.0,0.02,0.0,0.0,0.01,0.27,0.11,0.17,0.0,0.11,15
252xb1,0.03,0.0,0.12,0.0,0.17,0.0,0.08,0.0,0.22,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,8
255gax,0.0,0.0,0.46,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.37,0.0,0.0,2
256x63,0.0,0.0,0.22,0.14,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.08,0.05,0.0,15
257j38,0.06,0.0,0.0,0.25,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.07,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
25ekei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.0,0.18,0.29,0.0,0.0,0.4,19
25exxr,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.38,0.0,0.0,0.0,0.01,0.0,0.02,0.17,0.11,0.09,0.06,9
25klax,0.0,0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.11,16
25lcj1,0.0,0.0,0.34,0.0,0.08,0.05,0.0,0.0,0.0,0.0,0.21,0.0,0.04,0.0,0.09,0.0,0.0,0.11,0.08,0.0,2
25nf8v,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.63,0.0,0.0,0.0,0.0,15
25revh,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.09,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,4
260jb7,0.0,0.0,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.04,0.34,0.14,0.15,0.1,0.0,15
263rga,0.05,0.0,0.0,0.0,0.06,0.0,0.05,0.03,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.13,0.0,0.22,16
26476i,0.25,0.0,0.12,0.0,0.0,0.03,0.01,0.02,0.0,0.09,0.05,0.0,0.03,0.0,0.06,0.26,0.0,0.0,0.01,0.06,15
26d78v,0.0,0.0,0.37,0.0,0.0,0.0,0.03,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.25,2
26hleg,0.0,0.0,0.0,0.08,0.2,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.0,0.07,0.0,0.17,0.06,0.0,0.0,0.22,19
26mt2i,0.3,0.0,0.0,0.07,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.18,0.12,0.0,0.07,0
26o6z3,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.57,0.0,0.0,0.0,16
26p2qd,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.48,0.0,0.0,0.25,16
26pn4n,0.0,0.0,0.1,0.09,0.0,0.02,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.44,0.17,0.09,0.0,0.0,15
26rw4e,0.04,0.0,0.0,0.0,0.25,0.0,0.02,0.0,0.08,0.27,0.13,0.0,0.02,0.0,0.0,0.16,0.0,0.0,0.0,0.03,9
26tyl8,0.05,0.0,0.07,0.0,0.09,0.0,0.02,0.0,0.01,0.0,0.06,0.01,0.0,0.0,0.0,0.16,0.43,0.03,0.03,0.03,16
26uc4e,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.54,0.0,0.0,17
274sve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
27ae1w,0.0,0.0,0.25,0.0,0.24,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.02,0.0,0.04,0.28,0.0,0.0,0.0,16
27baj2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.24,0.15,0.0,0.0,0.0,0.07,0.0,0.16,0.0,2
27hze5,0.23,0.0,0.0,0.06,0.0,0.16,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,17
27luoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.09,0.03,0.0,0.0,0.21,0.4,0.0,0.08,17
27umlo,0.09,0.0,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.01,0.0,0.16,0.0,0.02,0.0,4
27unv4,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.06,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.04,16
27wzvh,0.0,0.0,0.0,0.0,0.09,0.35,0.0,0.0,0.34,0.0,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
28o66u,0.0,0.0,0.0,0.11,0.03,0.0,0.0,0.0,0.02,0.55,0.13,0.0,0.01,0.0,0.0,0.16,0.0,0.0,0.0,0.0,9
28oy9h,0.0,0.0,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.19,0.08,0.05,0.16,15
28uq7f,0.01,0.0,0.0,0.0,0.0,0.12,0.01,0.0,0.05,0.13,0.0,0.0,0.09,0.0,0.0,0.23,0.34,0.0,0.0,0.02,16
28v9dr,0.0,0.0,0.0,0.21,0.0,0.02,0.0,0.0,0.63,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,8
28xn1n,0.13,0.0,0.13,0.0,0.15,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.32,19
2910jx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,15
2941wk,0.14,0.0,0.0,0.03,0.12,0.01,0.01,0.0,0.11,0.13,0.0,0.0,0.08,0.02,0.01,0.0,0.01,0.14,0.1,0.09,0
29plst,0.05,0.0,0.09,0.0,0.0,0.0,0.02,0.0,0.04,0.31,0.0,0.03,0.0,0.0,0.0,0.09,0.17,0.15,0.04,0.0,9
29rni7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.28,0.0,0.0,8
29uf5g,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.42,0.0,0.0,0.0,4
29wp4s,0.0,0.24,0.06,0.0,0.19,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.19,0.0,0.0,1
29ztdy,0.1,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.31,0.22,0.04,0.0,0.0,0.02,0.0,0.0,0.05,0.11,0.0,0.0,8
2a03xk,0.1,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.31,0.22,0.04,0.0,0.0,0.02,0.0,0.0,0.05,0.11,0.0,0.0,8
2a3ltn,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,7
2a41bx,0.0,0.0,0.0,0.0,0.33,0.09,0.0,0.0,0.0,0.29,0.0,0.0,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4
2a8by8,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.06,0.23,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.16,0.0,0.05,4
2a97o2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.11,0.14,10
2adqiy,0.01,0.0,0.03,0.0,0.17,0.02,0.0,0.0,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.04,16
2antap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.0,0.42,0.0,0.0,0.04,0.0,0.0,0.33,0.0,0.0,0.0,10
2apfzx,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.06,0.0,0.0,0.03,0.0,0.0,0.38,0.17,0.0,0.0,16
2apmoa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.77,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10
2ash5g,0.14,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.37,0.13,0.05,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.03,9
2av66v,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.02,0.07,0.12,0.0,0.05,0.0,0.0,0.0,0.18,0.11,0.12,0.0,0.14,15
2avgtx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.24,0.16,0.0,0.0,0.13,0.0,0.0,0.0,11
2b3mn6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.05,0.0,0.21,0.0,0.2,0.0,0.0,0.25,19
2b7lru,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.08,0.22,0.0,0.0,0.0,0.0,0.15,0.03,0.0,12
2bew4v,0.0,0.0,0.11,0.0,0.0,0.11,0.03,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.01,0.34,0.0,0.0,0.04,0.16,15
2bjmh0,0.0,0.0,0.27,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,5
2bsuyf,0.26,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.18,0.37,0.04,0.0,0.0,16
2but6j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,17
2c7j0m,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2
2cfokv,0.05,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.3,0.0,0.0,0.0,0.0,15
2ch7c9,0.0,0.0,0.0,0.36,0.0,0.27,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.19,0.0,0.0,0.0,3
2cjirv,0.0,0.0,0.0,0.12,0.16,0.0,0.08,0.0,0.21,0.0,0.0,0.0,0.03,0.0,0.06,0.0,0.32,0.0,0.0,0.0,16
2cryc2,0.06,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.24,8
2crzgd,0.0,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.23,0.09,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1
2ctr1a,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.0,1
2d2zts,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.33,0.0,0.0,0.08,0.0,0.0,0.0,0.44,0.0,0.0,0.0,16
2d6540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.0,0.12,0.41,0.0,0.0,0.0,0.0,15
2d7tc7,0.0,0.0,0.1,0.0,0.0,0.02,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.29,0.0,0.0,0.32,19
2dca2i,0.02,0.0,0.0,0.05,0.0,0.01,0.02,0.09,0.02,0.06,0.0,0.01,0.0,0.01,0.0,0.14,0.14,0.27,0.02,0.13,17
2dfcl1,0.0,0.0,0.0,0.08,0.0,0.0,0.17,0.02,0.11,0.21,0.03,0.0,0.0,0.0,0.0,0.23,0.0,0.06,0.0,0.09,15
2dwzrn,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.29,0.25,0.0,0.33,0.0,0.0,17
2e22ku,0.22,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.32,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,9
2e3col,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.07,16
2e5m55,0.04,0.0,0.27,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.22,0.0,0.0,0.0,5
2e5zo1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.2,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,16
2e63mj,0.0,0.39,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.22,0.21,0.0,0.0,0.0,1
2e73kh,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.41,0.0,0.0,0.0,2
2e740g,0.0,0.0,0.0,0.24,0.0,0.03,0.0,0.0,0.29,0.11,0.0,0.0,0.0,0.0,0.04,0.28,0.0,0.0,0.0,0.0,8
2e75sq,0.0,0.0,0.0,0.1,0.36,0.0,0.04,0.1,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.19,0.05,0.0,4
2e7nv8,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.24,0.09,0.0,0.06,0.2,0.0,0.0,0.0,0.09,0.05,0.05,0.13,8
2eb1p2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.2,10
2ee07g,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.0,0.08,0
2en5w2,0.28,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.04,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.21,0
2eqb9h,0.61,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0
2f812b,0.05,0.0,0.0,0.0,0.0,0.09,0.02,0.17,0.13,0.33,0.12,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.0,0.0,9
2f8byv,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,9
2fc2je,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.72,0.01,0.01,0.01,0.01,0.17,0.01,0.01,12
2ffws1,0.0,0.0,0.0,0.13,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.24,0.27,0.0,18
2fia9z,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0
2flmwo,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0
2g4pzz,0.23,0.0,0.0,0.23,0.03,0.0,0.14,0.0,0.08,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0
2gas86,0.09,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.25,0.22,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,8
2gcxj0,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.04,0.22,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.03,0.11,17
2gh0to,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.26,0.13,0.08,0.16,16
2giqci,0.03,0.0,0.0,0.0,0.0,0.07,0.0,0.1,0.08,0.09,0.0,0.0,0.0,0.0,0.13,0.34,0.15,0.0,0.0,0.0,15
2gmsep,0.04,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,4
2goeaw,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.16,0.08,0.05,0.05,0.0,0.02,0.04,0.27,0.25,0.0,0.01,0.0,15
2h4dl3,0.0,0.0,0.15,0.04,0.41,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.19,0.0,4
2h7kf5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.11,0.09,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0
2h9zy8,0.58,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0
2hegnw,0.12,0.0,0.01,0.07,0.05,0.01,0.0,0.04,0.07,0.08,0.0,0.0,0.0,0.02,0.0,0.15,0.19,0.2,0.0,0.0,17
2hlof8,0.0,0.0,0.17,0.0,0.0,0.0,0.1,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,15
2hrkrj,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.36,0.0,0.0,17
2i9tar,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,10
2iazjm,0.17,0.0,0.0,0.0,0.12,0.0,0.01,0.04,0.03,0.13,0.03,0.08,0.04,0.01,0.0,0.04,0.22,0.06,0.01,0.0,16
2ideai,0.01,0.0,0.13,0.0,0.0,0.01,0.01,0.0,0.0,0.22,0.14,0.0,0.0,0.0,0.05,0.15,0.04,0.04,0.01,0.17,9
2if0y3,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,8
2illf4,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.42,0.2,0.08,0.0,0.0,15
2ipua1,0.0,0.0,0.0,0.2,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.38,0.0,0.0,17
2iwtx5,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.13,4
2j97yx,0.06,0.0,0.0,0.0,0.15,0.03,0.01,0.0,0.16,0.12,0.0,0.02,0.0,0.02,0.0,0.25,0.13,0.05,0.0,0.0,15
2jdnt3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.12,0.0,0.0,0.16,0.0,0.04,0.0,0.42,0.13,0.0,0.0,16
2jf534,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.12,0.0,17
2jkrg4,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,15
2jp6dh,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,17
2js8ml,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.21,0.01,0.01,12
2jtrvh,0.0,0.0,0.33,0.0,0.0,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.14,0.0,0.0,0.12,2
2jv7re,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.11,0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.26,19
2jy7hh,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.23,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4
2k3pxw,0.19,0.0,0.16,0.0,0.03,0.0,0.0,0.0,0.08,0.2,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,9
2k4nzw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.39,0.06,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,10
2k74do,0.03,0.0,0.21,0.05,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,16
