,t0 side,t1 amp,t2 experience,t3 blood,t4 nt,t5 weight,t6 pelvic,t7 didn,t8 control,t9 day,t10 surgery,t11 doctor,t12 period,t13 flare,t14 like,dominant_topic
k0u3j8,0.0,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.39,14
k0ub37,0.0,0.0,0.0,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4
k0uqt4,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,10
k0v7it,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.48,0.0,0.0,0.0,11
k0x195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.75,14
k0x5zc,0.0,0.21,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
k0y8yd,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,3
k10g9w,0.01,0.01,0.2,0.01,0.72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
k10mtr,0.01,0.27,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
k11xpl,0.02,0.0,0.0,0.13,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.11,0.27,0.03,0.0,12
k12vhk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.11,0.35,0.0,0.43,0.0,0.0,12
k140wx,0.01,0.01,0.24,0.01,0.41,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.01,4
k14ssl,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.5,0.0,0.14,0.14,0.0,0.0,9
k151qp,0.05,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.11,0.0,0.0,0.34,0.0,0.0,0.0,4
k157vg,0.0,0.0,0.0,0.0,0.15,0.0,0.03,0.0,0.05,0.05,0.0,0.16,0.21,0.01,0.33,14
k16yv7,0.0,0.13,0.0,0.08,0.36,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.0,0.0,0.0,4
k17ag9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,10
k182cm,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.16,0.0,8
k18d05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.19,0.0,8
k18eok,0.0,0.0,0.0,0.0,0.49,0.02,0.13,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.12,4
k19lp2,0.35,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.47,0.0,0.0,0.0,0.0,0.0,0.0,8
k19vdr,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.28,0
k19zcc,0.0,0.0,0.11,0.28,0.34,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4
k1alxm,0.0,0.0,0.24,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.18,0.0,0.06,0.06,0.28,14
k1alyy,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.0,0.0,0.12,0.0,0.0,0.0,0.5,14
k1blhz,0.16,0.0,0.0,0.0,0.29,0.0,0.0,0.03,0.0,0.17,0.0,0.09,0.25,0.0,0.0,4
k1c3zt,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
k1c5f4,0.02,0.07,0.0,0.0,0.22,0.0,0.02,0.0,0.38,0.0,0.27,0.0,0.0,0.03,0.0,8
k1cw6n,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.22,0.48,0.0,0.0,0.0,0.0,0.0,9
k1d52q,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.0,0.29,0.0,0.39,0.13,0.0,0.0,0.0,10
k1ekoq,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.06,0.0,0.06,0.14,0.18,0.0,0.0,0.28,14
k1evg7,0.0,0.05,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.05,0.21,0.0,0.0,0.0,0.57,14
k1fqtx,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.03,0.42,0.0,0.15,0.0,0.0,0.24,0.0,8
k1ikb9,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.64,0.03,0.0,0.0,0.0,0.0,0.13,8
k1imu0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.21,0.51,0.0,0.0,12
k1klgp,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.02,0.17,0.15,0.0,0.0,0.0,0.0,0.52,14
k1laeq,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.49,14
k1ldjd,0.0,0.0,0.11,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.24,0.06,0.0,4
k1lnwz,0.0,0.0,0.0,0.0,0.6,0.0,0.03,0.0,0.0,0.08,0.0,0.14,0.0,0.0,0.14,4
k1m3vf,0.11,0.07,0.0,0.05,0.33,0.0,0.13,0.0,0.14,0.0,0.0,0.15,0.0,0.03,0.0,4
k1n2vi,0.0,0.0,0.0,0.0,0.51,0.22,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.22,4
k1odg8,0.0,0.0,0.37,0.28,0.0,0.0,0.0,0.04,0.0,0.0,0.05,0.0,0.24,0.0,0.0,2
k1qdy2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.41,0.0,0.19,0.0,0.0,0.0,9
k1qpa1,0.09,0.0,0.15,0.0,0.0,0.0,0.0,0.01,0.22,0.0,0.24,0.29,0.0,0.0,0.0,11
k1qu1w,0.0,0.25,0.0,0.0,0.0,0.0,0.09,0.0,0.37,0.26,0.0,0.0,0.0,0.0,0.0,8
k1r2yp,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.29,0.2,0.09,0.0,0.0,0.0,0.28,8
k1rdv8,0.01,0.23,0.49,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
k1s7z2,0.0,0.0,0.0,0.08,0.27,0.0,0.06,0.0,0.0,0.0,0.11,0.0,0.2,0.0,0.27,4
k1sh1a,0.32,0.07,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,3
k1w5dx,0.0,0.0,0.0,0.17,0.0,0.0,0.24,0.0,0.0,0.3,0.0,0.26,0.0,0.0,0.0,9
k1w8ub,0.0,0.07,0.06,0.0,0.27,0.0,0.0,0.03,0.0,0.23,0.0,0.24,0.0,0.0,0.09,4
k1wjgz,0.0,0.04,0.0,0.06,0.07,0.0,0.0,0.01,0.42,0.0,0.0,0.32,0.0,0.0,0.06,8
k1y4jr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.48,0.0,0.0,0.0,11
k20s15,0.0,0.0,0.0,0.0,0.16,0.04,0.02,0.0,0.3,0.0,0.0,0.0,0.32,0.07,0.09,12
k21h9l,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.14,10
k22kqz,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.12,0.26,0.0,0.0,0.0,0.0,0.0,4
k23jts,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,8
k23z0u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.18,0.0,0.0,8
k260df,0.03,0.0,0.0,0.0,0.45,0.02,0.08,0.04,0.0,0.2,0.07,0.11,0.0,0.0,0.0,4
k2b7b2,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.45,14
k2cypf,0.0,0.3,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,4
k2ekmd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,9
k2eqx2,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.08,0.16,0.4,0.0,0.13,12
k2g57t,0.0,0.0,0.02,0.0,0.23,0.04,0.0,0.03,0.14,0.0,0.15,0.17,0.11,0.06,0.06,4
k2gw7q,0.0,0.0,0.11,0.05,0.0,0.0,0.0,0.0,0.37,0.0,0.26,0.19,0.0,0.0,0.0,8
k2iukl,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.03,0.0,4
k2jwgl,0.0,0.06,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.23,0.09,0.07,0.31,0.06,0.07,12
k2l9r1,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.03,0.42,0.0,0.08,0.0,0.0,0.0,0.0,4
k2m4bn,0.0,0.0,0.0,0.0,0.16,0.0,0.06,0.02,0.0,0.0,0.0,0.25,0.26,0.0,0.24,12
k2mnz6,0.0,0.0,0.33,0.0,0.09,0.0,0.05,0.02,0.27,0.0,0.21,0.0,0.0,0.02,0.0,2
k2o88t,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.3,0.2,0.0,0.0,0.0,0.15,9
k2ox2a,0.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.06,0.0,0.0,8
k2pcw2,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
k2ptnp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.12,0.17,9
k2qs5i,0.1,0.0,0.13,0.12,0.0,0.07,0.0,0.0,0.0,0.0,0.28,0.29,0.0,0.0,0.0,11
k2sk4c,0.2,0.0,0.0,0.3,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.23,0.06,0.0,0.0,3
k2wn6f,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.04,0.0,0.56,0.0,0.0,0.0,0.0,0.0,9
k2x0h6,0.0,0.07,0.0,0.03,0.28,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.34,0.13,0.07,12
k2xmpq,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,4
k2zxbx,0.0,0.08,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
k31j2x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.14,10
k32b4i,0.09,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.57,14
k32h8q,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.27,0.19,0.27,0.0,0.0,0.0,0.0,8
k33lax,0.0,0.0,0.0,0.0,0.21,0.0,0.09,0.03,0.0,0.18,0.0,0.27,0.0,0.08,0.13,11
k33ntg,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.02,0.0,0.11,0.0,0.22,0.33,0.0,0.12,12
k33p1n,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.15,6
k33tx0,0.0,0.0,0.0,0.15,0.08,0.0,0.05,0.0,0.04,0.12,0.0,0.0,0.44,0.0,0.12,12
k357da,0.0,0.0,0.0,0.0,0.48,0.0,0.17,0.0,0.0,0.21,0.07,0.0,0.05,0.0,0.0,4
k35dpv,0.0,0.0,0.07,0.16,0.24,0.0,0.0,0.0,0.08,0.0,0.19,0.04,0.19,0.03,0.0,4
k35p2e,0.0,0.0,0.08,0.24,0.04,0.0,0.0,0.0,0.53,0.0,0.1,0.0,0.0,0.0,0.0,8
k36bed,0.01,0.01,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,6
k36j4f,0.0,0.0,0.49,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.0,2
k398re,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
k39kjj,0.06,0.0,0.16,0.0,0.31,0.0,0.0,0.04,0.14,0.0,0.0,0.28,0.0,0.0,0.0,4
k3a1kv,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.12,0.29,9
k3aeae,0.0,0.0,0.0,0.0,0.44,0.21,0.1,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,4
k3bmf2,0.0,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,4
k3brom,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.49,0.0,0.18,0.19,0.0,0.0,0.0,8
k3c36n,0.04,0.04,0.12,0.0,0.0,0.05,0.0,0.0,0.5,0.0,0.09,0.0,0.0,0.15,0.0,8
k3d6mm,0.0,0.04,0.07,0.0,0.09,0.02,0.15,0.05,0.0,0.29,0.16,0.0,0.0,0.0,0.1,9
k3d8qc,0.24,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,10
k3f7y5,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.13,0.0,0.0,10
k3fj3m,0.0,0.0,0.19,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
k3fna8,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,12
k3gj3m,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,8
k3hr8i,0.0,0.0,0.0,0.12,0.31,0.0,0.0,0.0,0.23,0.0,0.08,0.09,0.16,0.0,0.0,4
k3ieyd,0.0,0.0,0.0,0.0,0.2,0.0,0.09,0.0,0.0,0.0,0.0,0.12,0.56,0.0,0.0,12
k3iu4g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.32,0.13,0.0,0.38,0.0,0.0,12
k3j18t,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,14
k3j1um,0.06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.05,0.02,4
k3j6ys,0.39,0.0,0.14,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
k3jjkt,0.0,0.17,0.0,0.0,0.0,0.09,0.0,0.0,0.62,0.0,0.1,0.0,0.0,0.0,0.0,8
k3jwff,0.04,0.0,0.15,0.0,0.67,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,4
k3kkxh,0.0,0.0,0.17,0.27,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.18,12
k3kn1c,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.28,0.0,0.14,0.0,11
k3lui5,0.0,0.0,0.27,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.44,14
k3n2tq,0.0,0.0,0.0,0.06,0.32,0.21,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.13,0.2,4
k3npxf,0.0,0.0,0.26,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.35,0.0,0.11,12
k3nvbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.45,0.36,0.0,12
k3oi6q,0.16,0.0,0.0,0.08,0.0,0.0,0.17,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,8
k3osej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.51,0.0,0.22,12
k3ot1j,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.04,0.0,0.0,0.0,0.37,0.29,0.0,0.08,11
k4eq6j,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.15,0.48,0.0,0.0,0.0,0.0,10
k4ev29,0.0,0.1,0.26,0.0,0.45,0.12,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4
k4f1rh,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04,0.06,0.08,0.14,0.26,0.14,0.04,0.0,11
k4fb9k,0.0,0.0,0.0,0.05,0.0,0.02,0.04,0.0,0.05,0.23,0.6,0.0,0.0,0.0,0.0,10
k4gxq4,0.0,0.0,0.29,0.0,0.0,0.26,0.0,0.0,0.17,0.0,0.14,0.0,0.13,0.0,0.0,2
k4hbqf,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,12
k4iqau,0.0,0.02,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.11,0.0,0.19,0.14,0.0,0.0,4
k4km0m,0.18,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,8
k4l3rq,0.0,0.0,0.0,0.0,0.26,0.03,0.0,0.0,0.37,0.15,0.0,0.13,0.0,0.05,0.0,8
k4musm,0.14,0.22,0.21,0.0,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.09,1
k4mzyq,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.19,0.0,0.0,0.49,0.0,0.0,12
k4n6jh,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.44,0.11,0.0,0.0,11
k4n7b3,0.0,0.0,0.0,0.0,0.49,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,4
k4nhzr,0.0,0.14,0.29,0.0,0.37,0.0,0.0,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4
k4nzvd,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.46,0.01,0.01,12
k4ochg,0.0,0.0,0.07,0.15,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.17,0.26,0.05,0.11,12
k4otdl,0.0,0.0,0.35,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.28,0.0,2
k4p2at,0.0,0.02,0.0,0.0,0.19,0.0,0.0,0.03,0.17,0.0,0.24,0.25,0.0,0.1,0.0,11
k4pphx,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.12,0.25,0.21,0.0,0.0,9
k4qp2w,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.31,0.0,0.17,4
k4r9nm,0.0,0.0,0.0,0.16,0.0,0.07,0.05,0.02,0.0,0.0,0.12,0.05,0.0,0.0,0.52,14
k4sgh6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.15,2
k4shqq,0.0,0.05,0.0,0.09,0.27,0.1,0.0,0.0,0.0,0.25,0.12,0.0,0.0,0.0,0.11,4
k4tjdm,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.07,0.0,0.0,0.54,0.06,0.0,0.2,11
k4tsj8,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.02,0.31,0.18,0.0,0.05,0.29,0.0,0.07,8
k4vb9t,0.0,0.08,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,10
k4wbdq,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.54,0.0,0.1,0.0,0.0,0.18,0.0,8
k4wo07,0.01,0.01,0.01,0.16,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,0.01,4
k4wuy9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.5,0.0,0.0,12
k4xbvp,0.0,0.01,0.06,0.01,0.33,0.0,0.0,0.02,0.02,0.22,0.0,0.24,0.0,0.06,0.02,4
k4xrw2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.6,0.13,0.0,0.13,11
k4xtk4,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,14
k4zw5k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.29,8
k50rfl,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
k51bq1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.67,0.16,0.0,0.0,11
k51fby,0.02,0.0,0.35,0.0,0.0,0.0,0.0,0.02,0.59,0.0,0.0,0.0,0.0,0.0,0.0,8
k52a30,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,10
k52wkf,0.0,0.0,0.08,0.17,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.27,0.12,0.0,12
k53q8r,0.0,0.15,0.37,0.0,0.09,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,2
k555sm,0.0,0.07,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.13,0.31,0.0,0.0,0.22,11
k55h7m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.26,0.56,0.0,0.0,12
k57yde,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.0,0.21,0.0,0.33,0.14,0.0,0.0,0.0,10
k5a52l,0.08,0.0,0.0,0.11,0.22,0.05,0.0,0.0,0.29,0.25,0.0,0.0,0.0,0.0,0.0,8
k5aww4,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.26,0.16,0.0,0.0,0.44,0.0,0.0,12
k5c8cz,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.2,0.0,0.32,0.07,0.0,0.03,0.2,10
k5cjx8,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.1,0.23,0.0,0.12,0.31,0.0,0.05,0.0,11
k5dyys,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.19,0.6,0.0,0.0,0.0,0.02,0.0,9
k5euqq,0.0,0.0,0.16,0.13,0.0,0.0,0.0,0.0,0.41,0.0,0.27,0.0,0.0,0.0,0.0,8
k5gd5c,0.04,0.0,0.22,0.0,0.39,0.0,0.0,0.0,0.04,0.0,0.08,0.22,0.0,0.0,0.0,4
k5gsav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.69,0.11,0.0,0.0,0.0,0.0,9
k5hfwv,0.0,0.0,0.0,0.11,0.0,0.0,0.16,0.0,0.0,0.46,0.0,0.0,0.21,0.05,0.0,9
k5ivhl,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
k5j4iy,0.0,0.0,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,10
k5k41e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.22,0.0,0.38,0.0,0.0,0.34,11
k5k6t4,0.0,0.0,0.14,0.0,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.34,14
k5kfrv,0.0,0.0,0.08,0.0,0.48,0.04,0.0,0.0,0.03,0.0,0.1,0.27,0.0,0.0,0.0,4
k5kjyd,0.0,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.45,0.0,0.1,0.0,11
k5kye1,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,4
k5mdl5,0.0,0.0,0.0,0.0,0.23,0.0,0.08,0.0,0.0,0.25,0.0,0.0,0.37,0.0,0.07,12
k5mz3a,0.0,0.03,0.02,0.07,0.0,0.0,0.15,0.03,0.05,0.25,0.02,0.06,0.3,0.01,0.0,12
k5mzxj,0.0,0.21,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
k5ogkf,0.0,0.04,0.0,0.0,0.35,0.0,0.01,0.0,0.13,0.12,0.0,0.34,0.0,0.0,0.0,4
k5ojmn,0.0,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.0,0.54,0.28,0.0,0.0,0.0,0.0,9
k5p9d2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.0,0.47,0.0,0.0,0.08,0.03,10
k5pwww,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.69,0.01,0.01,12
k5qfw9,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.11,0.0,0.0,0.0,8
k5rfq3,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.0,0.0,0.35,0.0,0.0,0.11,0.23,10
k5rl9f,0.0,0.0,0.0,0.0,0.22,0.0,0.2,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,10
k5se9l,0.0,0.0,0.09,0.0,0.44,0.02,0.0,0.05,0.0,0.0,0.0,0.13,0.0,0.0,0.26,4
k5t33o,0.0,0.03,0.07,0.0,0.0,0.0,0.02,0.02,0.2,0.22,0.34,0.03,0.0,0.0,0.06,10
k5t3td,0.0,0.0,0.1,0.0,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.31,0.03,0.28,12
k5tj2b,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.09,0.0,0.26,0.0,0.15,4
k5wekm,0.11,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.12,8
k6cvd7,0.0,0.0,0.0,0.0,0.3,0.0,0.06,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.41,14
k6d6cg,0.0,0.02,0.2,0.02,0.18,0.0,0.0,0.0,0.16,0.0,0.12,0.0,0.18,0.0,0.12,2
k6dk9l,0.0,0.0,0.19,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.39,0.16,0.0,0.0,0.0,10
k6etop,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.08,0.2,0.05,0.05,0.28,14
k6fvbf,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,12
k6gej5,0.0,0.0,0.1,0.39,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.42,0.0,0.0,12
k6gwfi,0.0,0.0,0.17,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
k6gzqz,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.01,0.02,0.28,0.1,0.09,0.0,0.11,0.04,9
